MM #,mux_in,muy_in,mux_fin,muy_fin,mux_changed,muy_changed,mux_zeroed,muy_zeroed
302,-2.2441556801085203e-05,-3.5536580679910385e-05,0.0,0.0,True,True,True,True
303,3.422417503795432e-05,3.3431468502471206e-05,0.0,0.0,True,True,True,True
304,1.1618097027362505e-05,4.579916944461114e-07,0.0,0.0,True,True,True,True
305,3.135713963358818e-06,8.199270400852334e-06,0.0,-0.0,True,True,True,True
306,1.8905674453709796e-05,5.666191340616129e-05,0.0,0.0,True,True,True,True
307,1.896506516351056e-05,-1.6244542390133694e-05,0.0,0.0,True,True,True,True
308,7.226309870871146e-06,-1.9911569801321906e-05,0.0,0.0,True,True,True,True
309,-6.174827063602572e-06,2.3071852289029655e-05,-0.0,0.0,True,True,True,True
310,1.2014452281778714e-05,1.6027443633212774e-05,0.0,0.0,True,True,True,True
311,1.5767809747521128e-05,-8.948676293790483e-06,0.0,0.0,True,True,True,True
312,2.659982459129571e-05,1.0611974299841488e-05,0.0,0.0,True,True,True,True
313,-5.070237871008151e-06,2.053190886050682e-06,0.0,0.0,True,True,True,True
314,-2.8928011329116893e-05,1.3184423641541816e-05,0.0,0.0,True,True,True,True
315,-8.685607481569806e-06,5.7844535274594755e-06,-0.0,0.0,True,True,True,True
316,-1.5707749100585049e-06,-2.8202612162856253e-05,-0.0,0.0,True,True,True,True
317,2.8276512388080883e-05,-3.36010052924862e-05,0.0,-0.0,True,True,True,True
318,-1.2598588319467125e-05,-1.0067441884799644e-05,-0.0,0.0,True,True,True,True
319,-5.2813186911640805e-05,-1.440919105095493e-05,-0.0,0.0,True,True,True,True
320,-2.709685172060125e-05,1.0833204002593751e-05,0.0,0.0,True,True,True,True
321,1.7544607380264515e-05,-5.360419416953582e-05,0.0,-0.0,True,True,True,True
322,2.9769020183630143e-05,-1.840445093836919e-05,-0.0,0.0,True,True,True,True
323,-2.8248944226503797e-05,9.419729141577708e-06,0.0,0.0,True,True,True,True
324,-3.9295761149772824e-05,1.5903059059014942e-06,0.0,-0.0,True,True,True,True
325,1.4970137783878015e-05,5.815498007204943e-05,0.0,0.0,True,True,True,True
326,3.473833020662232e-05,-1.0887015089779506e-05,0.0,0.0,True,True,True,True
327,7.086029579941228e-05,-3.235878094726044e-05,-0.0,0.0,True,True,True,True
328,1.1584175742644486e-05,-1.202548470531312e-05,0.0,0.0,True,True,True,True
329,-4.834699807074003e-05,-3.460984175421977e-05,0.0,0.0,True,True,True,True
330,-8.357110376691013e-05,4.531304847806611e-05,-0.0,0.0,True,True,True,True
331,-1.9299176032012086e-05,4.862833773930504e-05,0.0,0.0,True,True,True,True
332,-1.4032050010055144e-05,3.7780035713162266e-05,0.0,-0.0,True,True,True,True
333,-1.0601946388009754e-05,-6.109832916995163e-05,0.0,0.0,True,True,True,True
334,8.022874293372764e-05,-9.319724569192958e-06,0.0,-0.0,True,True,True,True
335,-1.8350864027697112e-05,-0.0001019843766164,-0.0,0.0,True,True,True,True
336,-9.549854565466731e-06,-4.324288120938405e-05,0.0,0.0,True,True,True,True
337,-9.854258655819183e-05,-1.1310546632322176e-05,0.0,0.0,True,True,True,True
338,-5.336626444552737e-05,-7.3202495931624e-06,0.0,0.0,True,True,True,True
339,1.9280529352661533e-06,-6.742916329955561e-06,0.0,-0.0,True,True,True,True
340,3.3215816848554684e-05,-1.1782454890829194e-05,0.0,0.0,True,True,True,True
341,1.682852357380355e-05,-0.0001103485782295,0.0,0.0,True,True,True,True
342,5.466147822006793e-06,-4.04037831326753e-05,0.0,0.0,True,True,True,True
343,-1.2824291655316576e-06,3.1919989259886726e-05,0.0,0.0,True,True,True,True
344,-6.517402252773044e-05,8.66964827108432e-05,0.0,0.0,True,True,True,True
345,-7.959410652708873e-05,5.5860606868568104e-05,-0.0,0.0,True,True,True,True
346,-2.970581836119607e-05,-5.8617889183153185e-05,-0.0,0.0,True,True,True,True
347,7.473528968325416e-06,-1.3584245144730562e-06,0.0,0.0,True,True,True,True
348,9.427291762935108e-05,-2.3610737980378304e-06,-0.0,0.0,True,True,True,True
349,3.794710774043981e-05,-5.138282090378335e-05,0.0,0.0,True,True,True,True
350,-2.364902499496436e-05,-1.1444579931247192e-05,0.0,-0.0,True,True,True,True
351,-6.524595719114162e-05,7.092656000713755e-05,0.0,0.0,True,True,True,True
352,-7.331206207416726e-05,3.8459980112541385e-05,0.0,0.0,True,True,True,True
353,-6.435954880920685e-05,-6.786366877158938e-06,0.0,-0.0,True,True,True,True
354,-1.3012390398832912e-05,-1.5415873268547663e-06,0.0,0.0,True,True,True,True
355,3.936886224078499e-05,-5.259311781500638e-05,0.0,0.0,True,True,True,True
356,6.02950796309756e-05,-8.714607439666405e-05,0.0,-0.0,True,True,True,True
357,2.059695472144163e-05,-8.109466135470476e-05,0.0,-0.0,True,True,True,True
358,7.13419975296247e-07,1.420953420325764e-05,0.0,0.0,True,True,True,True
359,-7.771872173459959e-05,-1.1352854265434312e-05,-0.0,0.0,True,True,True,True
360,-7.945391266046839e-05,-3.887140379477893e-05,0.0,-0.0,True,True,True,True
361,-5.8534853045924574e-05,6.1441416204336054e-06,-0.0,0.0,True,True,True,True
362,-3.4590550001647205e-05,-1.8918459452533827e-05,-0.0,0.0,True,True,True,True
363,8.323705327400276e-06,-3.486284264294037e-05,0.0,0.0,True,True,True,True
364,8.108103058657619e-05,-9.702766058914026e-05,0.0,0.0,True,True,True,True
365,5.272636744799888e-06,-6.590779320422219e-06,0.0,-0.0,True,True,True,True
366,-9.926736284467473e-05,-0.0001402506620815,0.0,-0.0,True,True,True,True
367,-5.558945580016107e-05,-1.3881309536383204e-05,0.0,0.0,True,True,True,True
368,-0.0001257622579533,9.195340465814225e-05,-0.0,0.0,True,True,True,True
369,1.2695888261377246e-05,0.0001527798489523,0.0,0.0,True,True,True,True
370,-7.805331343824046e-07,6.326475015064596e-05,0.0,-0.0,True,True,True,True
371,3.3299274789977354e-05,-5.599776196804588e-05,0.0,0.0,True,True,True,True
372,1.1110424098669913e-05,-8.379522746318858e-05,0.0,0.0,True,True,True,True
373,-2.3697580180881575e-05,-1.208886947483946e-06,0.0,-0.0,True,True,True,True
374,-4.5834226693132224e-05,-8.273435101399888e-05,-0.0,0.0,True,True,True,True
375,-0.0001072790503222,9.528037032866692e-05,0.0,0.0,True,True,True,True
376,-0.0001224002861977,0.0001344697480709,-0.0,0.0,True,True,True,True
377,-0.0001068301851374,-2.9508628184536902e-05,0.0,-0.0,True,True,True,True
378,-3.227339202234001e-05,-1.2685854349142428e-05,0.0,0.0,True,True,True,True
379,8.277572364073175e-05,9.900599929507124e-06,0.0,0.0,True,True,True,True
380,-2.932359239924557e-05,-6.982394361226791e-05,-0.0,0.0,True,True,True,True
381,6.956704573315436e-05,-1.1122386020032287e-05,-0.0,0.0,True,True,True,True
382,-3.084880621708306e-05,-6.474575342461805e-05,0.0,0.0,True,True,True,True
383,2.3234160113715165e-05,-2.470728631916146e-05,-0.0,0.0,True,True,True,True
384,-6.58748156787534e-05,-3.142688330057818e-05,0.0,0.0,True,True,True,True
385,-0.0001428262736853,-5.9461767879127334e-05,-0.0,0.0,True,True,True,True
386,-0.0001337175609897,-0.0001001017779735,0.0,0.0,True,True,True,True
387,-0.0001261059809032,-5.991924561312628e-05,0.0,-0.0,True,True,True,True
388,7.401975995298534e-05,2.7895298758694517e-05,0.0,0.0,True,True,True,True
389,0.0001298507615735,-4.931442505315058e-05,0.0,0.0,True,True,True,True
390,0.0001293658884347,-1.445771064177946e-05,0.0,-0.0,True,True,True,True
391,3.2298088547244415e-05,-9.028774834647708e-05,0.0,-0.0,True,True,True,True
392,-3.9011915136067114e-05,-7.000334921780981e-06,0.0,0.0,True,True,True,True
393,-8.462632175029015e-05,0.0001139958409588,0.0,0.0,True,True,True,True
394,-0.0001284796499904,-9.091681805352472e-05,0.0,-0.0,True,True,True,True
395,-1.299510893122075e-05,9.351474537313217e-05,-0.0,0.0,True,True,True,True
396,-2.5891357909155868e-05,-6.552908889806968e-05,0.0,0.0,True,True,True,True
397,2.532998560032281e-05,-0.0001344232212931,0.0,-0.0,True,True,True,True
398,7.392281056517532e-05,9.94506058216228e-06,0.0,-0.0,True,True,True,True
399,5.38772057194923e-07,-0.0001629999149724,-0.0,0.0,True,True,True,True
400,1.4932149354084425e-06,-1.6747331646932167e-05,0.0,0.0,True,True,True,True
401,6.4084616970960925e-06,7.899388804524134e-06,0.0,0.0,True,True,True,True
402,-3.270511041298082e-05,-6.7075798792809425e-06,-0.0,0.0,True,True,True,True
403,5.004756047128127e-07,3.013512141182805e-06,-0.0,0.0,True,True,True,True
404,2.9503731857922943e-05,-1.3583025480315508e-05,0.0,0.0,True,True,True,True
405,-1.170093208041455e-05,1.8534903508556155e-05,0.0,0.0,True,True,True,True
406,-1.2122427365015752e-05,-6.783639190490105e-06,0.0,0.0,True,True,True,True
407,1.8841897139545254e-05,-3.2537788180346603e-06,0.0,-0.0,True,True,True,True
408,2.416612884437217e-05,-2.384551502504848e-05,-0.0,0.0,True,True,True,True
409,-9.51547982534626e-06,3.494946088274616e-05,-0.0,0.0,True,True,True,True
410,2.6030249959232013e-05,1.5105171918905432e-05,-0.0,0.0,True,True,True,True
411,4.604055613863992e-05,-3.0266395206880357e-06,0.0,0.0,True,True,True,True
412,2.8009414801836607e-06,-2.655749035609556e-05,0.0,0.0,True,True,True,True
413,3.100319763125812e-05,5.583381335480024e-05,-0.0,0.0,True,True,True,True
414,-1.092791142306217e-05,3.8771963395307755e-05,0.0,0.0,True,True,True,True
415,-8.222429158490805e-06,1.2591111754927876e-05,0.0,-0.0,True,True,True,True
416,-2.028437737328118e-05,-2.6684865864394822e-05,0.0,0.0,True,True,True,True
417,-3.258337289231945e-05,-3.1283903479369584e-07,0.0,-0.0,True,True,True,True
418,1.926067049390176e-05,6.769814639368069e-06,0.0,-0.0,True,True,True,True
419,-3.6006319531122075e-05,9.130764842443505e-06,0.0,0.0,True,True,True,True
420,-1.23829542469224e-05,7.932441648726152e-06,0.0,-0.0,True,True,True,True
421,-4.928790144545178e-05,-3.711751755000968e-05,-0.0,0.0,True,True,True,True
422,1.1235257081308424e-05,-2.730949129627377e-05,-0.0,0.0,True,True,True,True
423,2.090587688552632e-05,6.802171553488208e-05,0.0,0.0,True,True,True,True
424,-5.239191393211001e-05,6.997376776384358e-05,0.0,0.0,True,True,True,True
425,-2.5392331180971583e-05,2.124235082834436e-05,-0.0,0.0,True,True,True,True
426,-2.841654348806121e-05,-2.1469010016661068e-05,0.0,-0.0,True,True,True,True
427,-1.4390962199858252e-05,-7.284425044003526e-05,-0.0,0.0,True,True,True,True
428,-7.77391399578354e-06,-5.76798341140805e-05,0.0,-0.0,True,True,True,True
429,-5.3333579643706594e-05,3.95782026322896e-05,0.0,0.0,True,True,True,True
430,-4.943535920692732e-05,8.705526996550667e-05,0.0,0.0,True,True,True,True
431,2.0221381579770153e-05,2.85240491633884e-05,0.0,-0.0,True,True,True,True
432,5.706473392875169e-05,2.052818639077553e-07,-0.0,0.0,True,True,True,True
433,-6.512776271699026e-05,-4.28264582546857e-05,-0.0,0.0,True,True,True,True
434,-6.615327026407695e-05,-5.1741027796231894e-05,0.0,0.0,True,True,True,True
435,1.7079441476152046e-06,-5.308783924986738e-05,0.0,-0.0,True,True,True,True
436,-3.182468424364777e-05,-1.2420348963192804e-05,0.0,0.0,True,True,True,True
437,-5.389607784095019e-05,8.526786604041332e-05,0.0,-0.0,True,True,True,True
438,-8.155603082314958e-05,1.1649518950821897e-05,0.0,0.0,True,True,True,True
439,2.6723873458350537e-05,-4.884665405288296e-06,0.0,-0.0,True,True,True,True
440,3.3731644078205774e-05,-2.2483272017060608e-05,0.0,0.0,True,True,True,True
441,-6.072148412572027e-05,-9.98203171888801e-05,-0.0,0.0,True,True,True,True
442,6.335076575402705e-05,-6.34975540399143e-05,0.0,0.0,True,True,True,True
443,-3.7585954002833505e-05,3.227349983676422e-05,0.0,0.0,True,True,True,True
444,-1.3389397032408144e-05,6.877692492613196e-05,0.0,0.0,True,True,True,True
445,-1.9335380454941692e-06,7.749566172791125e-05,0.0,-0.0,True,True,True,True
446,2.7218555339147e-05,-1.5997078664693452e-05,0.0,-0.0,True,True,True,True
447,-2.3146152527111897e-05,-1.0996947663553564e-05,0.0,-0.0,True,True,True,True
448,5.3971328032361435e-05,-9.949707319670588e-05,-0.0,0.0,True,True,True,True
449,-2.2605363244016976e-05,-1.1205143025828924e-05,0.0,0.0,True,True,True,True
450,-1.8760246855543486e-07,-2.083420848149401e-06,-0.0,0.0,True,True,True,True
451,4.496219296422921e-05,7.404181721051747e-05,0.0,0.0,True,True,True,True
452,-7.831729889810988e-05,0.0001005685606433,0.0,0.0,True,True,True,True
453,-5.3015355774235776e-05,-9.37565802755503e-06,0.0,0.0,True,True,True,True
454,9.480035504053728e-06,2.46157187724258e-05,-0.0,0.0,True,True,True,True
455,7.391186391252692e-05,-7.132118842010596e-05,0.0,0.0,True,True,True,True
456,-8.973566752737256e-05,-7.424170958454819e-05,-0.0,0.0,True,True,True,True
457,-5.707033707035745e-05,1.5703044242887208e-05,-0.0,0.0,True,True,True,True
458,1.984900446808793e-05,2.081689536377055e-05,0.0,-0.0,True,True,True,True
459,3.2161223664961924e-05,0.0001419714175962,0.0,0.0,True,True,True,True
460,1.7154729185135655e-06,6.299946912996076e-05,0.0,0.0,True,True,True,True
461,-3.521623882851124e-05,2.242788685018208e-05,0.0,0.0,True,True,True,True
462,8.778454115167878e-05,7.863879153716312e-06,0.0,0.0,True,True,True,True
463,-4.40550486072535e-05,-6.115275113659217e-05,0.0,0.0,True,True,True,True
464,4.8268925987698485e-05,-9.093993561196268e-05,-0.0,0.0,True,True,True,True
465,6.927894463808304e-05,-0.0001085156550316,-0.0,0.0,True,True,True,True
466,-0.0001092256582318,1.8769291783851085e-05,0.0,0.0,True,True,True,True
467,-1.4028371668667765e-05,8.906187201981845e-05,0.0,-0.0,True,True,True,True
468,-4.728897271641538e-06,4.689350551508107e-05,-0.0,0.0,True,True,True,True
469,-5.070640460921577e-05,-2.082170178693796e-05,0.0,0.0,True,True,True,True
470,-4.477196089039205e-05,6.366899715630463e-05,0.0,-0.0,True,True,True,True
471,-0.000197702659037,-5.014651828073895e-05,0.0,0.0,True,True,True,True
472,-9.658166965337312e-05,-1.2238385866554389e-05,0.0,0.0,True,True,True,True
473,1.3746095885281862e-05,-7.281520099003008e-05,-0.0,0.0,True,True,True,True
474,2.17198896674671e-05,4.531284721934683e-05,0.0,-0.0,True,True,True,True
475,-0.0001095374011312,4.975723010004112e-05,0.0,0.0,True,True,True,True
476,-8.579864190587248e-06,9.955923401394378e-05,0.0,-0.0,True,True,True,True
477,1.2926065593419808e-05,6.170502575798217e-05,0.0,-0.0,True,True,True,True
478,3.4004856653853047e-05,5.952878583596024e-05,0.0,0.0,True,True,True,True
479,-8.578968400813151e-05,-6.427968652246768e-06,0.0,0.0,True,True,True,True
480,-9.11300196703938e-05,-9.870203032965204e-05,0.0,0.0,True,True,True,True
481,-3.400840921142111e-05,-8.492641138818703e-05,-0.0,0.0,True,True,True,True
482,-2.722551468651258e-05,-8.764524941445463e-05,0.0,0.0,True,True,True,True
483,-6.064625678595695e-05,-1.3879585826325749e-05,0.0,-0.0,True,True,True,True
484,-7.766117917827474e-05,7.645143577291908e-05,0.0,0.0,True,True,True,True
485,-0.000131934086118,4.539212979500741e-05,0.0,0.0,True,True,True,True
486,0.0001439947669353,0.0001339566337915,0.0,0.0,True,True,True,True
487,-8.26495414733663e-06,5.249171805953761e-05,0.0,0.0,True,True,True,True
488,-7.004865821577551e-05,-7.863849839382773e-05,0.0,-0.0,True,True,True,True
489,2.2646481114998823e-05,-5.41170647621289e-05,0.0,-0.0,True,True,True,True
490,-2.6519839995353725e-05,-5.029276413581453e-05,0.0,0.0,True,True,True,True
491,-1.5194153124745331e-05,-3.191942267843687e-05,0.0,0.0,True,True,True,True
492,3.7292685320088737e-06,-2.0984449870601577e-05,0.0,-0.0,True,True,True,True
493,-5.061559507394568e-05,0.0001208234356866,0.0,0.0,True,True,True,True
494,-8.669747856821781e-05,0.0001385768394784,-0.0,0.0,True,True,True,True
495,-9.502648785772028e-05,9.97474445218618e-05,0.0,0.0,True,True,True,True
496,-5.456947769090889e-05,5.861941614031321e-05,0.0,0.0,True,True,True,True
497,4.651265518402394e-05,-1.2155853584489584e-05,0.0,0.0,True,True,True,True
498,-2.4687685156769806e-05,-3.82415464510205e-05,-0.0,0.0,True,True,True,True
499,4.405292412475193e-05,-9.004640394335137e-05,-0.0,0.0,True,True,True,True
500,-0.0001256014407903,-3.65567061807947e-05,0.0,0.0,True,True,True,True
501,5.920345394764775e-06,-1.595328767124486e-05,0.0,-0.0,True,True,True,True
502,7.609683070713176e-06,4.098578036826093e-06,0.0,0.0,True,True,True,True
503,-2.0727718814334037e-05,-4.099064502523769e-06,0.0,0.0,True,True,True,True
504,-5.360393063558128e-06,-9.942480306425184e-06,0.0,0.0,True,True,True,True
505,1.1279011433458074e-06,-1.3193830234655964e-05,0.0,0.0,True,True,True,True
506,1.1508293906150437e-05,3.2806350107184865e-06,0.0,-0.0,True,True,True,True
507,-2.8330371610970114e-06,-1.9531364773673405e-06,-0.0,0.0,True,True,True,True
508,-1.629432196457181e-05,2.6570826439109423e-05,0.0,0.0,True,True,True,True
509,1.1996342840158012e-05,-2.314509706577429e-06,0.0,0.0,True,True,True,True
510,7.088025514737335e-06,1.5666097071015013e-05,-0.0,0.0,True,True,True,True
511,-8.67073092760964e-06,-4.159505695263618e-05,0.0,-0.0,True,True,True,True
512,-3.4877907027789036e-05,-2.243241393463664e-06,0.0,-0.0,True,True,True,True
513,-2.722047567230063e-05,6.144009834366444e-05,0.0,-0.0,True,True,True,True
514,1.585380216588018e-05,-3.1023897747825546e-05,-0.0,0.0,True,True,True,True
515,-2.087922674843685e-05,4.8735222928852976e-05,0.0,0.0,True,True,True,True
516,-2.075629320210749e-05,-1.7326085812892755e-05,0.0,0.0,True,True,True,True
517,-2.1244062872748825e-05,1.952900749957886e-05,0.0,0.0,True,True,True,True
518,1.3279001274464916e-05,4.8776323000318415e-05,0.0,0.0,True,True,True,True
519,4.046699141904243e-05,-4.2469473807610526e-05,0.0,0.0,True,True,True,True
520,-9.399235197550542e-06,-1.4576833067425231e-05,0.0,0.0,True,True,True,True
521,-1.385473913859525e-05,-4.0543006712388845e-05,0.0,-0.0,True,True,True,True
522,-2.06870977831009e-05,2.0834813608716915e-05,0.0,0.0,True,True,True,True
523,3.97042409027189e-05,7.436623954122822e-06,0.0,0.0,True,True,True,True
524,2.521345621073754e-05,7.039468321842233e-05,0.0,-0.0,True,True,True,True
525,2.74566201453586e-05,-3.759681975597456e-06,0.0,-0.0,True,True,True,True
526,-1.5037328247568334e-05,-2.198215133018413e-05,-0.0,0.0,True,True,True,True
527,-8.284649829285252e-05,-2.8798520625450992e-05,0.0,0.0,True,True,True,True
528,-3.9798774590798296e-05,1.6098760896286446e-06,0.0,0.0,True,True,True,True
529,3.0409429160597298e-05,8.011293654658368e-06,0.0,0.0,True,True,True,True
530,0.0001151936947898,3.774923318554821e-05,0.0,-0.0,True,True,True,True
531,1.6651334550251753e-05,2.581763306967776e-07,0.0,-0.0,True,True,True,True
532,-1.2256800033544755e-05,1.6885538069173213e-05,0.0,0.0,True,True,True,True
533,-6.197021776558236e-05,0.0001104978023163,0.0,0.0,True,True,True,True
534,-7.466363829709663e-05,-4.084306587956481e-05,0.0,-0.0,True,True,True,True
535,-2.741078755495659e-05,-0.0001061141188202,0.0,0.0,True,True,True,True
536,5.27757879461073e-05,3.559807769307892e-05,0.0,0.0,True,True,True,True
537,2.209697751759702e-05,7.608565159607671e-05,-0.0,0.0,True,True,True,True
538,2.0487624699935707e-05,4.7830188868487454e-05,-0.0,0.0,True,True,True,True
539,-2.1533276344945085e-05,4.39660650458613e-05,0.0,0.0,True,True,True,True
540,-4.726048459579763e-05,-4.648256452218146e-05,-0.0,0.0,True,True,True,True
541,-7.275647832770425e-05,3.600406537978363e-05,0.0,0.0,True,True,True,True
542,-6.892762796562969e-05,5.488647985454373e-06,0.0,0.0,True,True,True,True
543,1.146411048299794e-05,-1.1422219888244123e-05,0.0,-0.0,True,True,True,True
544,2.161117756104948e-05,0.0001073891752111,0.0,-0.0,True,True,True,True
545,-1.2106192323628605e-05,8.231546015959169e-05,0.0,0.0,True,True,True,True
546,-6.4383553636648125e-06,-2.1958896209598445e-05,-0.0,0.0,True,True,True,True
547,-4.0617507260070626e-06,-8.310481778139659e-05,-0.0,0.0,True,True,True,True
548,-9.289566814965714e-05,3.5484359929346664e-05,0.0,0.0,True,True,True,True
549,-4.655159584982647e-05,-7.865796116306685e-05,0.0,0.0,True,True,True,True
550,4.649570172802487e-05,1.0206351572843026e-05,0.0,0.0,True,True,True,True
551,-4.392231387163118e-05,0.000104648737787,-0.0,0.0,True,True,True,True
552,4.2092469844404413e-05,8.183640757740987e-05,-0.0,0.0,True,True,True,True
553,5.0032756695641115e-05,-4.281671414383195e-05,-0.0,0.0,True,True,True,True
554,1.705565550841352e-05,2.730332097975702e-05,0.0,0.0,True,True,True,True
555,-7.307588960115449e-05,3.600389757834432e-07,0.0,0.0,True,True,True,True
556,-0.0001255308835205,-4.641381111028804e-05,0.0,-0.0,True,True,True,True
557,-4.542529436927878e-05,9.805947486557808e-05,0.0,0.0,True,True,True,True
558,-1.378482372874605e-05,7.712646434640373e-05,0.0,0.0,True,True,True,True
559,1.872028221801256e-05,7.69174725430447e-05,0.0,-0.0,True,True,True,True
560,4.784678828972393e-05,9.399349844535666e-05,-0.0,0.0,True,True,True,True
561,-3.983757780542146e-05,4.673872735734656e-05,0.0,-0.0,True,True,True,True
562,3.582206251992594e-05,0.0001011924430362,0.0,0.0,True,True,True,True
563,-6.608330285337218e-05,3.514511143222666e-05,0.0,-0.0,True,True,True,True
564,-0.0001144570478561,-3.749395140485393e-06,-0.0,0.0,True,True,True,True
565,-6.369961130793429e-05,2.6864659960564187e-05,-0.0,0.0,True,True,True,True
566,9.9205097874709e-05,3.315180529985851e-05,-0.0,0.0,True,True,True,True
567,3.966441270523551e-05,8.795796248631078e-05,-0.0,0.0,True,True,True,True
568,7.14998862031864e-05,3.3130661190273305e-05,0.0,0.0,True,True,True,True
569,0.0001234351387264,-7.119102029196313e-05,0.0,-0.0,True,True,True,True
570,7.26325277874985e-05,-2.9508927459164708e-05,0.0,0.0,True,True,True,True
571,-6.362747518377107e-05,7.345685579355585e-05,0.0,-0.0,True,True,True,True
572,-5.1140397421819386e-05,6.347818938555626e-05,0.0,-0.0,True,True,True,True
573,-1.8239614079057785e-05,-3.7109622707472656e-05,0.0,0.0,True,True,True,True
574,-1.562945886117383e-05,5.912501654118963e-06,0.0,-0.0,True,True,True,True
575,5.6953821532615104e-05,0.00012301063495,0.0,-0.0,True,True,True,True
576,8.006904178532415e-05,7.103180149118388e-05,0.0,-0.0,True,True,True,True
577,6.862217649892681e-05,2.8452258895379403e-05,0.0,0.0,True,True,True,True
578,4.4533703023326805e-05,5.550234769797314e-05,0.0,-0.0,True,True,True,True
579,-2.208707526792605e-05,-1.1817622404967242e-05,0.0,0.0,True,True,True,True
580,-7.20717223712103e-05,-4.566985608144795e-05,0.0,0.0,True,True,True,True
581,-0.0001253994687096,2.5454525206268013e-05,0.0,0.0,True,True,True,True
582,-5.02328348164558e-05,1.0794312036583187e-05,0.0,0.0,True,True,True,True
583,5.3655453814968366e-05,-7.110166984673236e-05,-0.0,0.0,True,True,True,True
584,7.478486041052952e-05,7.885524783199892e-05,0.0,0.0,True,True,True,True
585,0.0001201994801867,3.144409243086721e-07,0.0,-0.0,True,True,True,True
586,3.2699468367634566e-05,4.144636920875196e-05,-0.0,0.0,True,True,True,True
587,3.0055247377990457e-05,-3.33730964447235e-05,0.0,0.0,True,True,True,True
588,5.173205856734856e-06,-8.722377355563162e-05,0.0,0.0,True,True,True,True
589,-0.0001241979859773,-0.0001169198728965,0.0,0.0,True,True,True,True
590,-6.127911618091411e-05,-1.97120664137649e-05,0.0,0.0,True,True,True,True
591,-1.2532969184505128e-05,0.0001013659235475,0.0,0.0,True,True,True,True
592,-9.639264625045432e-05,2.405404909452479e-05,0.0,0.0,True,True,True,True
593,0.0001599754709947,1.3112361720281013e-05,0.0,0.0,True,True,True,True
594,0.0001021252687987,5.5999066480706706e-05,0.0,0.0,True,True,True,True
595,0.0001217790299466,7.949518426454116e-05,0.0,-0.0,True,True,True,True
596,-7.305822732230457e-05,0.0001049778485586,0.0,0.0,True,True,True,True
597,-5.232061492000123e-05,-5.25580354225808e-05,-0.0,0.0,True,True,True,True
598,-9.62242590521149e-05,1.7341184575674056e-05,0.0,0.0,True,True,True,True
599,-7.810882303695946e-05,7.571228117892836e-05,0.0,-0.0,True,True,True,True
600,-3.655932902198211e-05,-7.99777664725422e-06,0.0,0.0,True,True,True,True
