MM_or_index,before_sigmax,after_sigmax,before_sigmay,after_sigmay,before_mux,after_mux,before_muy,after_muy,changed
150,0.00019762944896749122,,0.00019762944896749122,,1.982343304901838e-05,1.982343304901838e-05,-3.1460652583292e-05,-3.1460652583292e-05,True
151,0.00019762944896749122,,0.00019762944896749122,,3.3774115766681674e-05,3.3774115766681674e-05,-9.256783361214521e-05,-9.256783361214521e-05,True
152,0.00019762944896749122,,0.00019762944896749122,,2.2874521671308725e-05,2.2874521671308725e-05,-9.894852834876426e-05,-9.894852834876426e-05,True
153,0.00019762944896749122,,0.00019762944896749122,,6.9850403542219714e-06,6.9850403542219714e-06,-2.334787553730678e-05,-2.334787553730678e-05,True
154,0.00019762944896749122,,0.00019762944896749122,,6.341215229711556e-06,6.341215229711556e-06,-2.3256656198615362e-05,-2.3256656198615362e-05,True
155,0.00019762944896749122,,0.00019762944896749122,,2.0493889467252526e-05,2.0493889467252526e-05,5.9761214848696145e-05,5.9761214848696145e-05,True
156,0.00019762944896749122,,0.00019762944896749122,,3.514204427780228e-05,3.514204427780228e-05,7.794706747575998e-05,7.794706747575998e-05,True
157,0.00019762944896749122,,0.00019762944896749122,,2.3739974358376742e-05,2.3739974358376742e-05,3.294715402887213e-05,3.294715402887213e-05,True
158,0.00019762944896749122,,0.00019762944896749122,,2.425477638976412e-05,2.425477638976412e-05,-3.5941195162685383e-05,-3.5941195162685383e-05,True
159,0.00019762944896749122,,0.00019762944896749122,,3.699705405724634e-05,3.699705405724634e-05,-9.638801076323685e-05,-9.638801076323685e-05,True
160,0.00019762944896749122,,0.00019762944896749122,,2.540928422282538e-05,2.540928422282538e-05,-0.00010238547977289371,-0.00010238547977289371,True
161,0.00019762944896749122,,0.00019762944896749122,,9.154867964101538e-06,9.154867964101538e-06,-2.3013668540684294e-05,-2.3013668540684294e-05,True
162,0.00019762944896749122,,0.00019762944896749122,,8.014327205618201e-06,8.014327205618201e-06,-3.0831230457595305e-05,-3.0831230457595305e-05,True
163,0.00019762944896749122,,0.00019762944896749122,,2.2121915013445967e-05,2.2121915013445967e-05,5.870288245979491e-05,5.870288245979491e-05,True
164,0.00019762944896749122,,0.00019762944896749122,,3.7019626980108774e-05,3.7019626980108774e-05,7.61760213376316e-05,7.61760213376316e-05,True
165,0.00019762944896749122,,0.00019762944896749122,,2.6462891137518742e-05,2.6462891137518742e-05,3.294392931990314e-05,3.294392931990314e-05,True
166,0.00019762944896749122,,0.00019762944896749122,,2.3418292709669232e-05,2.3418292709669232e-05,-2.8459787795955416e-05,-2.8459787795955416e-05,True
167,0.00019762944896749122,,0.00019762944896749122,,3.8003471324365206e-05,3.8003471324365206e-05,-9.106599432509159e-05,-9.106599432509159e-05,True
168,0.00019762944896749122,,0.00019762944896749122,,2.681730222980568e-05,2.681730222980568e-05,-9.794562327280848e-05,-9.794562327280848e-05,True
169,0.00019762944896749122,,0.00019762944896749122,,1.105520060109002e-05,1.105520060109002e-05,-3.219795975522872e-05,-3.219795975522872e-05,True
170,0.00019762944896749122,,0.00019762944896749122,,1.1098991063956888e-05,1.1098991063956888e-05,-2.119170206869403e-05,-2.119170206869403e-05,True
171,0.00019762944896749122,,0.00019762944896749122,,2.3799145412323682e-05,2.3799145412323682e-05,5.458806967446485e-05,5.458806967446485e-05,True
172,0.00019762944896749122,,0.00019762944896749122,,3.859833161515569e-05,3.859833161515569e-05,7.461263650706472e-05,7.461263650706472e-05,True
173,0.00019762944896749122,,0.00019762944896749122,,2.566993649823029e-05,2.566993649823029e-05,2.7108863906953657e-05,2.7108863906953657e-05,True
174,0.00019762944896749122,,0.00019762944896749122,,2.603307711874463e-05,2.603307711874463e-05,-2.573219931196733e-05,-2.573219931196733e-05,True
175,0.00019762944896749122,,0.00019762944896749122,,4.080203196419797e-05,4.080203196419797e-05,-8.194628955707612e-05,-8.194628955707612e-05,True
176,0.00019762944896749122,,0.00019762944896749122,,3.568945831790118e-05,3.568945831790118e-05,-0.00010798227750957355,-0.00010798227750957355,True
177,0.00019762944896749122,,0.00019762944896749122,,2.062061203596586e-05,2.062061203596586e-05,-7.812626500528469e-05,-7.812626500528469e-05,True
178,0.00019762944896749122,,0.00019762944896749122,,1.397728114297644e-05,1.397728114297644e-05,-2.66800223922854e-05,-2.66800223922854e-05,True
179,0.00019762944896749122,,0.00019762944896749122,,1.9014092968956387e-05,1.9014092968956387e-05,2.927905879971963e-05,2.927905879971963e-05,True
180,0.00019762944896749122,,0.00019762944896749122,,3.446113021105533e-05,3.446113021105533e-05,7.904914146871796e-05,7.904914146871796e-05,True
181,0.00019762944896749122,,0.00019762944896749122,,4.1953993133169266e-05,4.1953993133169266e-05,7.314417714896255e-05,7.314417714896255e-05,True
182,0.00019762944896749122,,0.00019762944896749122,,2.5739269913918458e-05,2.5739269913918458e-05,2.44143099138491e-05,2.44143099138491e-05,True
183,0.00019762944896749122,,0.00019762944896749122,,2.3185591169341892e-05,2.3185591169341892e-05,-2.2802043132637154e-05,-2.2802043132637154e-05,True
184,0.00019762944896749122,,0.00019762944896749122,,3.41845951215316e-05,3.41845951215316e-05,-7.22087987783161e-05,-7.22087987783161e-05,True
185,0.00019762944896749122,,0.00019762944896749122,,3.3921303319409035e-05,3.3921303319409035e-05,-0.00011064145685557883,-0.00011064145685557883,True
186,0.00019762944896749122,,0.00019762944896749122,,2.2931833849396996e-05,2.2931833849396996e-05,-0.00010525129709825913,-0.00010525129709825913,True
187,0.00019762944896749122,,0.00019762944896749122,,1.5931702034856535e-05,1.5931702034856535e-05,-2.3228396592254244e-05,-2.3228396592254244e-05,True
188,0.00019762944896749122,,0.00019762944896749122,,3.0336449763653376e-05,3.0336449763653376e-05,6.954128675339863e-05,6.954128675339863e-05,True
189,0.00019762944896749122,,0.00019762944896749122,,5.084019890897181e-05,5.084019890897181e-05,0.0001053857367517282,0.0001053857367517282,True
190,0.00019762944896749122,,0.00019762944896749122,,5.720112686343978e-05,5.720112686343978e-05,8.705036439652905e-05,8.705036439652905e-05,True
191,0.00019762944896749122,,0.00019762944896749122,,4.090325807224354e-05,4.090325807224354e-05,3.9541825016266946e-05,3.9541825016266946e-05,True
192,0.00019762944896749122,,0.00019762944896749122,,2.247079954004142e-05,2.247079954004142e-05,-1.6526775711033517e-05,-1.6526775711033517e-05,True
193,0.00019762944896749122,,0.00019762944896749122,,3.848238012128361e-05,3.848238012128361e-05,-7.821317228106077e-05,-7.821317228106077e-05,True
194,0.00019762944896749122,,0.00019762944896749122,,3.6655700613780635e-05,3.6655700613780635e-05,-0.00011309678771478219,-0.00011309678771478219,True
195,0.00019762944896749122,,0.00019762944896749122,,2.2915354935172785e-05,2.2915354935172785e-05,-9.485334012607755e-05,-9.485334012607755e-05,True
196,0.00019762944896749122,,0.00019762944896749122,,1.7011399513787528e-05,1.7011399513787528e-05,-2.132375389379314e-05,-2.132375389379314e-05,True
197,0.00019762944896749122,,0.00019762944896749122,,2.9535362113974224e-05,2.9535362113974224e-05,5.995481828882717e-05,5.995481828882717e-05,True
198,0.00019762944896749122,,0.00019762944896749122,,4.741552620507873e-05,4.741552620507873e-05,9.949312692565489e-05,9.949312692565489e-05,True
199,0.00019762944896749122,,0.00019762944896749122,,5.3838659934104164e-05,5.3838659934104164e-05,8.411151368578771e-05,8.411151368578771e-05,True
200,0.00019762944896749122,,0.00019762944896749122,,3.723543373848616e-05,3.723543373848616e-05,3.222393765053386e-05,3.222393765053386e-05,True
201,0.00019762944896749122,,0.00019762944896749122,,-3.0082014737986957e-06,-3.0082014737986957e-06,-7.907863236764231e-07,-7.907863236764231e-07,True
202,0.00019762944896749122,,0.00019762944896749122,,-6.029364597464327e-06,-6.029364597464327e-06,-1.8556029962707674e-06,-1.8556029962707674e-06,True
203,0.00019762944896749122,,0.00019762944896749122,,1.0538043516698144e-05,1.0538043516698144e-05,5.799257104148894e-06,5.799257104148894e-06,True
204,0.00019762944896749122,,0.00019762944896749122,,1.0451947876530369e-05,1.0451947876530369e-05,3.176274794196012e-06,3.176274794196012e-06,True
205,0.00019762944896749122,,0.00019762944896749122,,-4.523035795887907e-06,-4.523035795887907e-06,-1.0393758722135104e-06,-1.0393758722135104e-06,True
206,0.00019762944896749122,,0.00019762944896749122,,-1.190217404415539e-05,-1.190217404415539e-05,-4.315323710553558e-06,-4.315323710553558e-06,True
207,0.00019762944896749122,,0.00019762944896749122,,1.6188628122448634e-05,1.6188628122448634e-05,8.175526639819624e-06,8.175526639819624e-06,True
208,0.00019762944896749122,,0.00019762944896749122,,1.1620175203552218e-05,1.1620175203552218e-05,2.5446161564954176e-06,2.5446161564954176e-06,True
209,0.00019762944896749122,,0.00019762944896749122,,-9.5465979017907e-06,-9.5465979017907e-06,-7.363143403041768e-06,-7.363143403041768e-06,True
210,0.00019762944896749122,,0.00019762944896749122,,-8.335847015579332e-06,-8.335847015579332e-06,-2.557552243419991e-06,-2.557552243419991e-06,True
211,0.00019762944896749122,,0.00019762944896749122,,5.74875577875175e-06,5.74875577875175e-06,3.949466096854736e-06,3.949466096854736e-06,True
212,0.00019762944896749122,,0.00019762944896749122,,1.5459293448649205e-05,1.5459293448649205e-05,3.6843079661147703e-06,3.6843079661147703e-06,True
213,0.00019762944896749122,,0.00019762944896749122,,-1.8318279668530643e-05,-1.8318279668530643e-05,-1.9193362592658912e-05,-1.9193362592658912e-05,True
214,0.00019762944896749122,,0.00019762944896749122,,-1.71460746328243e-05,-1.71460746328243e-05,-1.0976615861577205e-05,-1.0976615861577205e-05,True
215,0.00019762944896749122,,0.00019762944896749122,,-3.6005106532524066e-06,-3.6005106532524066e-06,5.411317615578302e-07,5.411317615578302e-07,True
216,0.00019762944896749122,,0.00019762944896749122,,1.6713499999470623e-05,1.6713499999470623e-05,7.354745315516184e-06,7.354745315516184e-06,True
217,0.00019762944896749122,,0.00019762944896749122,,3.0066479451557825e-05,3.0066479451557825e-05,5.085715042989198e-06,5.085715042989198e-06,True
218,0.00019762944896749122,,0.00019762944896749122,,-1.661940715587435e-05,-1.661940715587435e-05,-1.7393280368449385e-05,-1.7393280368449385e-05,True
219,0.00019762944896749122,,0.00019762944896749122,,-2.701525070567113e-05,-2.701525070567113e-05,-1.8699570060137324e-05,-1.8699570060137324e-05,True
220,0.00019762944896749122,,0.00019762944896749122,,-7.108013866107209e-06,-7.108013866107209e-06,-1.7633907830747581e-06,-1.7633907830747581e-06,True
221,0.00019762944896749122,,0.00019762944896749122,,2.4947553794285894e-05,2.4947553794285894e-05,8.27939720261053e-06,8.27939720261053e-06,True
222,0.00019762944896749122,,0.00019762944896749122,,2.8053482284329854e-05,2.8053482284329854e-05,3.618325750196412e-06,3.618325750196412e-06,True
223,0.00019762944896749122,,0.00019762944896749122,,-1.8070824050708463e-05,-1.8070824050708463e-05,-2.1415496764164178e-05,-2.1415496764164178e-05,True
224,0.00019762944896749122,,0.00019762944896749122,,-4.44851582762374e-05,-4.44851582762374e-05,-3.789500502843382e-05,-3.789500502843382e-05,True
225,0.00019762944896749122,,0.00019762944896749122,,-2.692805302630627e-05,-2.692805302630627e-05,-1.4688977321292062e-05,-1.4688977321292062e-05,True
226,0.00019762944896749122,,0.00019762944896749122,,1.0540610959141582e-05,1.0540610959141582e-05,5.004736095958729e-06,5.004736095958729e-06,True
227,0.00019762944896749122,,0.00019762944896749122,,5.2965113335104876e-05,5.2965113335104876e-05,1.3079935386915608e-05,1.3079935386915608e-05,True
228,0.00019762944896749122,,0.00019762944896749122,,3.7418649533036826e-05,3.7418649533036826e-05,3.4296897862883617e-06,3.4296897862883617e-06,True
229,0.00019762944896749122,,0.00019762944896749122,,-2.275792094648141e-05,-2.275792094648141e-05,-3.021258933399004e-05,-3.021258933399004e-05,True
230,0.00019762944896749122,,0.00019762944896749122,,-5.288945111941535e-05,-5.288945111941535e-05,-5.171305330085454e-05,-5.171305330085454e-05,True
231,0.00019762944896749122,,0.00019762944896749122,,-4.230578284591597e-05,-4.230578284591597e-05,-3.00947847434428e-05,-3.00947847434428e-05,True
232,0.00019762944896749122,,0.00019762944896749122,,-1.2561043433839604e-05,-1.2561043433839604e-05,-6.798760768177744e-06,-6.798760768177744e-06,True
233,0.00019762944896749122,,0.00019762944896749122,,2.967338403791272e-05,2.967338403791272e-05,9.686868524746289e-06,9.686868524746289e-06,True
234,0.00019762944896749122,,0.00019762944896749122,,7.14007827953435e-05,7.14007827953435e-05,1.4166357278174393e-05,1.4166357278174393e-05,True
235,0.00019762944896749122,,0.00019762944896749122,,5.0397906927859335e-05,5.0397906927859335e-05,3.022191522895414e-06,3.022191522895414e-06,True
236,0.00019762944896749122,,0.00019762944896749122,,-1.8858172615616446e-05,-1.8858172615616446e-05,-2.7532041067987136e-05,-2.7532041067987136e-05,True
237,0.00019762944896749122,,0.00019762944896749122,,-5.924585233653842e-05,-5.924585233653842e-05,-6.036201437111041e-05,-6.036201437111041e-05,True
238,0.00019762944896749122,,0.00019762944896749122,,-4.9124988780358304e-05,-4.9124988780358304e-05,-3.705742152013379e-05,-3.705742152013379e-05,True
239,0.00019762944896749122,,0.00019762944896749122,,-1.4983947685541851e-05,-1.4983947685541851e-05,-9.707929537515245e-06,-9.707929537515245e-06,True
240,0.00019762944896749122,,0.00019762944896749122,,3.440666500298829e-05,3.440666500298829e-05,1.0097419004520884e-05,1.0097419004520884e-05,True
241,0.00019762944896749122,,0.00019762944896749122,,8.044633964758056e-05,8.044633964758056e-05,1.471559126664151e-05,1.471559126664151e-05,True
242,0.00019762944896749122,,0.00019762944896749122,,4.637602872999907e-05,4.637602872999907e-05,1.475008036782169e-06,1.475008036782169e-06,True
243,0.00019762944896749122,,0.00019762944896749122,,-1.9926644024887394e-05,-1.9926644024887394e-05,-3.198723442882197e-05,-3.198723442882197e-05,True
244,0.00019762944896749122,,0.00019762944896749122,,-6.340739833301733e-05,-6.340739833301733e-05,-6.720192675983032e-05,-6.720192675983032e-05,True
245,0.00019762944896749122,,0.00019762944896749122,,-5.372614445024673e-05,-5.372614445024673e-05,-4.2864428669749825e-05,-4.2864428669749825e-05,True
246,0.00019762944896749122,,0.00019762944896749122,,-1.6861601096387007e-05,-1.6861601096387007e-05,-1.2813217183187291e-05,-1.2813217183187291e-05,True
247,0.00019762944896749122,,0.00019762944896749122,,3.6634162891742604e-05,3.6634162891742604e-05,8.912589310046444e-06,8.912589310046444e-06,True
248,0.00019762944896749122,,0.00019762944896749122,,8.552611306303222e-05,8.552611306303222e-05,1.3841711182710489e-05,1.3841711182710489e-05,True
249,0.00019762944896749122,,0.00019762944896749122,,4.758800014236132e-05,4.758800014236132e-05,-5.771467868946549e-07,-5.771467868946549e-07,True
250,0.00019762944896749122,,0.00019762944896749122,,-1.8993755074867637e-05,-1.8993755074867637e-05,-3.5282047393382816e-05,-3.5282047393382816e-05,True
251,0.00019762944896749122,,0.00019762944896749122,,-6.089160010483694e-05,-6.089160010483694e-05,-7.244524379445321e-05,-7.244524379445321e-05,True
252,0.00019762944896749122,,0.00019762944896749122,,-7.033930081946316e-05,-7.033930081946316e-05,-6.51342696739565e-05,-6.51342696739565e-05,True
253,0.00019762944896749122,,0.00019762944896749122,,-1.6558584607082144e-05,-1.6558584607082144e-05,-1.6401785176324292e-05,-1.6401785176324292e-05,True
254,0.00019762944896749122,,0.00019762944896749122,,-2.0046621653000677e-05,-2.0046621653000677e-05,-1.7396156519121436e-05,-1.7396156519121436e-05,True
255,0.00019762944896749122,,0.00019762944896749122,,6.048376825574751e-05,6.048376825574751e-05,1.2367135233330487e-05,1.2367135233330487e-05,True
256,0.00019762944896749122,,0.00019762944896749122,,8.691267655227846e-05,8.691267655227846e-05,9.433750303094458e-06,9.433750303094458e-06,True
257,0.00019762944896749122,,0.00019762944896749122,,4.378359995321974e-05,4.378359995321974e-05,-3.478823293486923e-06,-3.478823293486923e-06,True
258,0.00019762944896749122,,0.00019762944896749122,,-2.0936670994124552e-05,-2.0936670994124552e-05,-4.2591321629716254e-05,-4.2591321629716254e-05,True
259,0.00019762944896749122,,0.00019762944896749122,,-6.2617344878375e-05,-6.2617344878375e-05,-7.818833222359577e-05,-7.818833222359577e-05,True
260,0.00019762944896749122,,0.00019762944896749122,,-7.205704407142619e-05,-7.205704407142619e-05,-7.021768257812596e-05,-7.021768257812596e-05,True
261,0.00019762944896749122,,0.00019762944896749122,,-1.26690129902638e-05,-1.26690129902638e-05,-1.753480774080011e-05,-1.753480774080011e-05,True
262,0.00019762944896749122,,0.00019762944896749122,,-2.587997349019656e-05,-2.587997349019656e-05,-2.350187988430897e-05,-2.350187988430897e-05,True
263,0.00019762944896749122,,0.00019762944896749122,,6.064324397535484e-05,6.064324397535484e-05,9.50726692473071e-06,9.50726692473071e-06,True
264,0.00019762944896749122,,0.00019762944896749122,,8.626514608835418e-05,8.626514608835418e-05,5.895612943222262e-06,5.895612943222262e-06,True
265,0.00019762944896749122,,0.00019762944896749122,,4.467713892730296e-05,4.467713892730296e-05,-6.894060251248411e-06,-6.894060251248411e-06,True
266,0.00019762944896749122,,0.00019762944896749122,,-1.54207004250696e-05,-1.54207004250696e-05,-3.8693301455713145e-05,-3.8693301455713145e-05,True
267,0.00019762944896749122,,0.00019762944896749122,,-6.0315902088075335e-05,-6.0315902088075335e-05,-7.912104538384718e-05,-7.912104538384718e-05,True
268,0.00019762944896749122,,0.00019762944896749122,,-6.914338082041226e-05,-6.914338082041226e-05,-7.038813753420771e-05,-7.038813753420771e-05,True
269,0.00019762944896749122,,0.00019762944896749122,,-1.820451669227789e-05,-1.820451669227789e-05,-2.2865301753804058e-05,-2.2865301753804058e-05,True
270,0.00019762944896749122,,0.00019762944896749122,,-2.0599136341432092e-05,-2.0599136341432092e-05,-2.4092317809777327e-05,-2.4092317809777327e-05,True
271,0.00019762944896749122,,0.00019762944896749122,,5.521662685399124e-05,5.521662685399124e-05,4.67173295332616e-06,4.67173295332616e-06,True
272,0.00019762944896749122,,0.00019762944896749122,,8.485320628435651e-05,8.485320628435651e-05,2.958710427678375e-06,2.958710427678375e-06,True
273,0.00019762944896749122,,0.00019762944896749122,,3.828468848140241e-05,3.828468848140241e-05,-1.0189215483065822e-05,-1.0189215483065822e-05,True
274,0.00019762944896749122,,0.00019762944896749122,,-1.2032451467223409e-05,-1.2032451467223409e-05,-3.882161905567825e-05,-3.882161905567825e-05,True
275,0.00019762944896749122,,0.00019762944896749122,,-5.349455763781333e-05,-5.349455763781333e-05,-7.925987537060015e-05,-7.925987537060015e-05,True
276,0.00019762944896749122,,0.00019762944896749122,,-7.596781973074804e-05,-7.596781973074804e-05,-8.495620350917447e-05,-8.495620350917447e-05,True
277,0.00019762944896749122,,0.00019762944896749122,,-5.608255627457633e-05,-5.608255627457633e-05,-5.603287514185849e-05,-5.603287514185849e-05,True
278,0.00019762944896749122,,0.00019762944896749122,,-1.7722667415334327e-05,-1.7722667415334327e-05,-2.634585189117971e-05,-2.634585189117971e-05,True
279,0.00019762944896749122,,0.00019762944896749122,,2.9664297989159606e-05,2.9664297989159606e-05,-4.261945622207063e-06,-4.261945622207063e-06,True
280,0.00019762944896749122,,0.00019762944896749122,,8.468710059267752e-05,8.468710059267752e-05,8.619132516423258e-06,8.619132516423258e-06,True
281,0.00019762944896749122,,0.00019762944896749122,,8.569643674858035e-05,8.569643674858035e-05,-8.391790473965159e-07,-8.391790473965159e-07,True
282,0.00019762944896749122,,0.00019762944896749122,,3.6808019529770295e-05,3.6808019529770295e-05,-1.1818968554765492e-05,-1.1818968554765492e-05,True
283,0.00019762944896749122,,0.00019762944896749122,,-9.137373377080502e-06,-9.137373377080502e-06,-3.2668265962421275e-05,-3.2668265962421275e-05,True
284,0.00019762944896749122,,0.00019762944896749122,,-4.961446745841088e-05,-4.961446745841088e-05,-6.950946408383984e-05,-6.950946408383984e-05,True
285,0.00019762944896749122,,0.00019762944896749122,,-8.303350268952594e-05,-8.303350268952594e-05,-8.72945516284453e-05,-8.72945516284453e-05,True
286,0.00019762944896749122,,0.00019762944896749122,,-8.216999747030148e-05,-8.216999747030148e-05,-7.3561458572471e-05,-7.3561458572471e-05,True
287,0.00019762944896749122,,0.00019762944896749122,,-1.5248254802130789e-05,-1.5248254802130789e-05,-2.6921862056733918e-05,-2.6921862056733918e-05,True
288,0.00019762944896749122,,0.00019762944896749122,,7.21883777161351e-05,7.21883777161351e-05,6.876482894562153e-06,6.876482894562153e-06,True
289,0.00019762944896749122,,0.00019762944896749122,,0.0001164549181827883,0.0001164549181827883,8.015340144690497e-06,8.015340144690497e-06,True
290,0.00019762944896749122,,0.00019762944896749122,,0.00010449636064076235,0.00010449636064076235,-6.739935815672537e-06,-6.739935815672537e-06,True
291,0.00019762944896749122,,0.00019762944896749122,,5.769182901400353e-05,5.769182901400353e-05,-1.676332921942886e-05,-1.676332921942886e-05,True
292,0.00019762944896749122,,0.00019762944896749122,,-3.5328460178208637e-06,-3.5328460178208637e-06,-2.8595675988562293e-05,-2.8595675988562293e-05,True
293,0.00019762944896749122,,0.00019762944896749122,,-5.1621453627128495e-05,-5.1621453627128495e-05,-7.551780085164278e-05,-7.551780085164278e-05,True
294,0.00019762944896749122,,0.00019762944896749122,,-8.247524120091182e-05,-8.247524120091182e-05,-9.02877985962331e-05,-9.02877985962331e-05,True
295,0.00019762944896749122,,0.00019762944896749122,,-7.299584078732397e-05,-7.299584078732397e-05,-6.843107451819154e-05,-6.843107451819154e-05,True
296,0.00019762944896749122,,0.00019762944896749122,,-1.3174955575962804e-05,-1.3174955575962804e-05,-2.7066805055112463e-05,-2.7066805055112463e-05,True
297,0.00019762944896749122,,0.00019762944896749122,,6.29539095771189e-05,6.29539095771189e-05,2.4959980271658364e-06,2.4959980271658364e-06,True
298,0.00019762944896749122,,0.00019762944896749122,,0.00010903025832389521,0.00010903025832389521,7.652114744330893e-06,7.652114744330893e-06,True
299,0.00019762944896749122,,0.00019762944896749122,,0.00010099959039182346,0.00010099959039182346,-5.477279861326596e-06,-5.477279861326596e-06,True
