MM_or_index,before_sigmax,after_sigmax,before_sigmay,after_sigmay,before_mux,after_mux,before_muy,after_muy,changed
450,0.00019762944896749122,,0.00019762944896749122,,-1.7880583732883585e-05,-1.7880583732883585e-05,2.9917371515184402e-05,2.9917371515184402e-05,True
451,0.00019762944896749122,,0.00019762944896749122,,-3.052122020016047e-05,-3.052122020016047e-05,8.699908797024117e-05,8.699908797024117e-05,True
452,0.00019762944896749122,,0.00019762944896749122,,-1.9626720418943466e-05,-1.9626720418943466e-05,9.034270682960506e-05,9.034270682960506e-05,True
453,0.00019762944896749122,,0.00019762944896749122,,-4.684752533024108e-06,-4.684752533024108e-06,1.6625632132124742e-05,1.6625632132124742e-05,True
454,0.00019762944896749122,,0.00019762944896749122,,-4.275627157478093e-06,-4.275627157478093e-06,2.2065431210611166e-05,2.2065431210611166e-05,True
455,0.00019762944896749122,,0.00019762944896749122,,-1.857014104844644e-05,-1.857014104844644e-05,-6.127339457472787e-05,-6.127339457472787e-05,True
456,0.00019762944896749122,,0.00019762944896749122,,-3.392948975963457e-05,-3.392948975963457e-05,-8.136013323951453e-05,-8.136013323951453e-05,True
457,0.00019762944896749122,,0.00019762944896749122,,-2.359737612029066e-05,-2.359737612029066e-05,-3.7941257084537674e-05,-3.7941257084537674e-05,True
458,0.00019762944896749122,,0.00019762944896749122,,-2.3784286271600766e-05,-2.3784286271600766e-05,3.411001285992174e-05,3.411001285992174e-05,True
459,0.00019762944896749122,,0.00019762944896749122,,-3.505824750176617e-05,-3.505824750176617e-05,9.075823429502244e-05,9.075823429502244e-05,True
460,0.00019762944896749122,,0.00019762944896749122,,-2.3187155589231416e-05,-2.3187155589231416e-05,9.329872731459971e-05,9.329872731459971e-05,True
461,0.00019762944896749122,,0.00019762944896749122,,-7.830112552996675e-06,-7.830112552996675e-06,1.599084666331366e-05,1.599084666331366e-05,True
462,0.00019762944896749122,,0.00019762944896749122,,-6.937372828243319e-06,-6.937372828243319e-06,2.9329102739823925e-05,2.9329102739823925e-05,True
463,0.00019762944896749122,,0.00019762944896749122,,-2.1230564775409174e-05,-2.1230564775409174e-05,-5.884688084639545e-05,-5.884688084639545e-05,True
464,0.00019762944896749122,,0.00019762944896749122,,-3.636955845645619e-05,-3.636955845645619e-05,-7.833156069629112e-05,-7.833156069629112e-05,True
465,0.00019762944896749122,,0.00019762944896749122,,-2.6934236022494202e-05,-2.6934236022494202e-05,-3.749478877637293e-05,-3.749478877637293e-05,True
466,0.00019762944896749122,,0.00019762944896749122,,-2.4309968306345527e-05,-2.4309968306345527e-05,2.6506054645319445e-05,2.6506054645319445e-05,True
467,0.00019762944896749122,,0.00019762944896749122,,-3.756282715946705e-05,-3.756282715946705e-05,8.722833160875142e-05,8.722833160875142e-05,True
468,0.00019762944896749122,,0.00019762944896749122,,-2.56065596303548e-05,-2.56065596303548e-05,8.95679991386319e-05,8.95679991386319e-05,True
469,0.00019762944896749122,,0.00019762944896749122,,-1.0723678268776202e-05,-1.0723678268776202e-05,2.234122666714456e-05,2.234122666714456e-05,True
470,0.00019762944896749122,,0.00019762944896749122,,-1.0193847997712218e-05,-1.0193847997712218e-05,3.136128153511188e-05,3.136128153511188e-05,True
471,0.00019762944896749122,,0.00019762944896749122,,-2.219822508841801e-05,-2.219822508841801e-05,-4.945733482894857e-05,-4.945733482894857e-05,True
472,0.00019762944896749122,,0.00019762944896749122,,-3.758464229367807e-05,-3.758464229367807e-05,-7.358553458400482e-05,-7.358553458400482e-05,True
473,0.00019762944896749122,,0.00019762944896749122,,-2.5905200822367064e-05,-2.5905200822367064e-05,-2.8889415634609433e-05,-2.8889415634609433e-05,True
474,0.00019762944896749122,,0.00019762944896749122,,-2.6243156631901584e-05,-2.6243156631901584e-05,2.2950744572215348e-05,2.2950744572215348e-05,True
475,0.00019762944896749122,,0.00019762944896749122,,-4.052922200066009e-05,-4.052922200066009e-05,7.850410947936269e-05,7.850410947936269e-05,True
476,0.00019762944896749122,,0.00019762944896749122,,-3.4569471380253794e-05,-3.4569471380253794e-05,0.00010120503284831163,0.00010120503284831163,True
477,0.00019762944896749122,,0.00019762944896749122,,-1.9605802905817833e-05,-1.9605802905817833e-05,6.921957220125658e-05,6.921957220125658e-05,True
478,0.00019762944896749122,,0.00019762944896749122,,-1.3380585476110709e-05,-1.3380585476110709e-05,2.9102809290961818e-05,2.9102809290961818e-05,True
479,0.00019762944896749122,,0.00019762944896749122,,-1.6855364501276805e-05,-1.6855364501276805e-05,-1.795393278135925e-05,-1.795393278135925e-05,True
480,0.00019762944896749122,,0.00019762944896749122,,-3.206447273752568e-05,-3.206447273752568e-05,-7.103005265407511e-05,-7.103005265407511e-05,True
481,0.00019762944896749122,,0.00019762944896749122,,-4.076870772488842e-05,-4.076870772488842e-05,-6.96674308838712e-05,-6.96674308838712e-05,True
482,0.00019762944896749122,,0.00019762944896749122,,-2.6628050362243066e-05,-2.6628050362243066e-05,-2.4570639075730483e-05,-2.4570639075730483e-05,True
483,0.00019762944896749122,,0.00019762944896749122,,-2.1073575723812868e-05,-2.1073575723812868e-05,1.7531772451808554e-05,1.7531772451808554e-05,True
484,0.00019762944896749122,,0.00019762944896749122,,-3.0658925755156185e-05,-3.0658925755156185e-05,6.341697511261606e-05,6.341697511261606e-05,True
485,0.00019762944896749122,,0.00019762944896749122,,-3.079835988048754e-05,-3.079835988048754e-05,0.00010080157775366126,0.00010080157775366126,True
486,0.00019762944896749122,,0.00019762944896749122,,-2.0962123756631042e-05,-2.0962123756631042e-05,9.626329634197466e-05,9.626329634197466e-05,True
487,0.00019762944896749122,,0.00019762944896749122,,-1.439827374614076e-05,-1.439827374614076e-05,2.9733100095046738e-05,2.9733100095046738e-05,True
488,0.00019762944896749122,,0.00019762944896749122,,-2.5838236821901464e-05,-2.5838236821901464e-05,-5.1344385386567116e-05,-5.1344385386567116e-05,True
489,0.00019762944896749122,,0.00019762944896749122,,-4.344252835354563e-05,-4.344252835354563e-05,-8.623548684800008e-05,-8.623548684800008e-05,True
490,0.00019762944896749122,,0.00019762944896749122,,-4.9725919715929956e-05,-4.9725919715929956e-05,-7.366041076597697e-05,-7.366041076597697e-05,True
491,0.00019762944896749122,,0.00019762944896749122,,-3.763922222568029e-05,-3.763922222568029e-05,-3.540792711380524e-05,-3.540792711380524e-05,True
492,0.00019762944896749122,,0.00019762944896749122,,-2.0493524438045527e-05,-2.0493524438045527e-05,1.1148140054551031e-05,1.1148140054551031e-05,True
493,0.00019762944896749122,,0.00019762944896749122,,-3.607830703612324e-05,-3.607830703612324e-05,7.097989149074597e-05,7.097989149074597e-05,True
494,0.00019762944896749122,,0.00019762944896749122,,-3.4177888657298215e-05,-3.4177888657298215e-05,0.00010379675492982599,0.00010379675492982599,True
495,0.00019762944896749122,,0.00019762944896749122,,-2.1078731151161957e-05,-2.1078731151161957e-05,8.763017514430653e-05,8.763017514430653e-05,True
496,0.00019762944896749122,,0.00019762944896749122,,-1.5317418128176606e-05,-1.5317418128176606e-05,2.843986246596294e-05,2.843986246596294e-05,True
497,0.00019762944896749122,,0.00019762944896749122,,-2.5072560106257967e-05,-2.5072560106257967e-05,-4.1822280867890564e-05,-4.1822280867890564e-05,True
498,0.00019762944896749122,,0.00019762944896749122,,-4.1475280151092854e-05,-4.1475280151092854e-05,-8.364805283429301e-05,-8.364805283429301e-05,True
499,0.00019762944896749122,,0.00019762944896749122,,-4.838717079943379e-05,-4.838717079943379e-05,-7.406002840163204e-05,-7.406002840163204e-05,True
500,0.00019762944896749122,,0.00019762944896749122,,-3.481497540678993e-05,-3.481497540678993e-05,-2.9808412989549348e-05,-2.9808412989549348e-05,True
501,0.00019762944896749122,,0.00019762944896749122,,2.761271334193294e-06,2.761271334193294e-06,4.071291702105311e-07,4.071291702105311e-07,True
502,0.00019762944896749122,,0.00019762944896749122,,6.075021957669536e-06,6.075021957669536e-06,1.933371346868926e-06,1.933371346868926e-06,True
503,0.00019762944896749122,,0.00019762944896749122,,-9.596709597594911e-06,-9.596709597594911e-06,-5.45778884958171e-06,-5.45778884958171e-06,True
504,0.00019762944896749122,,0.00019762944896749122,,-8.980184421464398e-06,-8.980184421464398e-06,-3.1176504428801996e-06,-3.1176504428801996e-06,True
505,0.00019762944896749122,,0.00019762944896749122,,3.932449068927468e-06,3.932449068927468e-06,6.883018878074668e-07,6.883018878074668e-07,True
506,0.00019762944896749122,,0.00019762944896749122,,1.1352727718563094e-05,1.1352727718563094e-05,4.180973634796312e-06,4.180973634796312e-06,True
507,0.00019762944896749122,,0.00019762944896749122,,-1.525234350754887e-05,-1.525234350754887e-05,-7.660307420804013e-06,-7.660307420804013e-06,True
508,0.00019762944896749122,,0.00019762944896749122,,-9.472185369359389e-06,-9.472185369359389e-06,-2.3173235079122495e-06,-2.3173235079122495e-06,True
509,0.00019762944896749122,,0.00019762944896749122,,8.40169918339933e-06,8.40169918339933e-06,6.49956515766044e-06,6.49956515766044e-06,True
510,0.00019762944896749122,,0.00019762944896749122,,8.1334724806137e-06,8.1334724806137e-06,2.9352043278510305e-06,2.9352043278510305e-06,True
511,0.00019762944896749122,,0.00019762944896749122,,-6.722371092249837e-06,-6.722371092249837e-06,-4.083017341319521e-06,-4.083017341319521e-06,True
512,0.00019762944896749122,,0.00019762944896749122,,-1.2924893244409375e-05,-1.2924893244409375e-05,-3.3242628919123263e-06,-3.3242628919123263e-06,True
513,0.00019762944896749122,,0.00019762944896749122,,1.6811880900533533e-05,1.6811880900533533e-05,1.7394570894655368e-05,1.7394570894655368e-05,True
514,0.00019762944896749122,,0.00019762944896749122,,1.4881612197094766e-05,1.4881612197094766e-05,9.221847996554361e-06,9.221847996554361e-06,True
515,0.00019762944896749122,,0.00019762944896749122,,2.8791057917197193e-06,2.8791057917197193e-06,-5.997458202559832e-07,-5.997458202559832e-07,True
516,0.00019762944896749122,,0.00019762944896749122,,-1.2326461199074597e-05,-1.2326461199074597e-05,-6.039415100079366e-06,-6.039415100079366e-06,True
517,0.00019762944896749122,,0.00019762944896749122,,-2.676618069605506e-05,-2.676618069605506e-05,-4.635018689172902e-06,-4.635018689172902e-06,True
518,0.00019762944896749122,,0.00019762944896749122,,1.934328989310375e-05,1.934328989310375e-05,1.945836166605569e-05,1.945836166605569e-05,True
519,0.00019762944896749122,,0.00019762944896749122,,2.5253503016770642e-05,2.5253503016770642e-05,1.6399564314726028e-05,1.6399564314726028e-05,True
520,0.00019762944896749122,,0.00019762944896749122,,5.991619132315257e-06,5.991619132315257e-06,7.764246340752615e-07,7.764246340752615e-07,True
521,0.00019762944896749122,,0.00019762944896749122,,-2.1512089709668944e-05,-2.1512089709668944e-05,-7.410080315327758e-06,-7.410080315327758e-06,True
522,0.00019762944896749122,,0.00019762944896749122,,-2.7705890548936874e-05,-2.7705890548936874e-05,-3.723155322385775e-06,-3.723155322385775e-06,True
523,0.00019762944896749122,,0.00019762944896749122,,2.126582962997911e-05,2.126582962997911e-05,2.2821589015611683e-05,2.2821589015611683e-05,True
524,0.00019762944896749122,,0.00019762944896749122,,5.061038994837061e-05,5.061038994837061e-05,4.202042286730466e-05,4.202042286730466e-05,True
525,0.00019762944896749122,,0.00019762944896749122,,1.3031231700399961e-05,1.3031231700399961e-05,4.19210509776065e-06,4.19210509776065e-06,True
526,0.00019762944896749122,,0.00019762944896749122,,2.481654197959046e-06,2.481654197959046e-06,2.8035884732219376e-07,2.8035884732219376e-07,True
527,0.00019762944896749122,,0.00019762944896749122,,-5.777959139678779e-05,-5.777959139678779e-05,-1.4897102201794245e-05,-1.4897102201794245e-05,True
528,0.00019762944896749122,,0.00019762944896749122,,-3.75863074111515e-05,-3.75863074111515e-05,-3.869040837008484e-06,-3.869040837008484e-06,True
529,0.00019762944896749122,,0.00019762944896749122,,2.5947349479160733e-05,2.5947349479160733e-05,3.104637035904018e-05,3.104637035904018e-05,True
530,0.00019762944896749122,,0.00019762944896749122,,5.866635342775528e-05,5.866635342775528e-05,5.5215469848236814e-05,5.5215469848236814e-05,True
531,0.00019762944896749122,,0.00019762944896749122,,3.4865229822607836e-05,3.4865229822607836e-05,2.287886223144427e-05,2.287886223144427e-05,True
532,0.00019762944896749122,,0.00019762944896749122,,1.0772664762647259e-05,1.0772664762647259e-05,4.833673808344551e-06,4.833673808344551e-06,True
533,0.00019762944896749122,,0.00019762944896749122,,-2.1807939849483968e-05,-2.1807939849483968e-05,-7.445712362149204e-06,-7.445712362149204e-06,True
534,0.00019762944896749122,,0.00019762944896749122,,-7.63494439135068e-05,-7.63494439135068e-05,-1.5939651214669738e-05,-1.5939651214669738e-05,True
535,0.00019762944896749122,,0.00019762944896749122,,-5.226208528822738e-05,-5.226208528822738e-05,-3.7539186242041387e-06,-3.7539186242041387e-06,True
536,0.00019762944896749122,,0.00019762944896749122,,2.1109510358581307e-05,2.1109510358581307e-05,2.6801011632525838e-05,2.6801011632525838e-05,True
537,0.00019762944896749122,,0.00019762944896749122,,6.417702073740072e-05,6.417702073740072e-05,6.283997935351895e-05,6.283997935351895e-05,True
538,0.00019762944896749122,,0.00019762944896749122,,4.375160534338624e-05,4.375160534338624e-05,3.135147894706176e-05,3.135147894706176e-05,True
539,0.00019762944896749122,,0.00019762944896749122,,1.2775086958944228e-05,1.2775086958944228e-05,7.499139533464685e-06,7.499139533464685e-06,True
540,0.00019762944896749122,,0.00019762944896749122,,-2.9633565992470152e-05,-2.9633565992470152e-05,-9.011958127270996e-06,-9.011958127270996e-06,True
541,0.00019762944896749122,,0.00019762944896749122,,-8.585097372950415e-05,-8.585097372950415e-05,-1.6543228205050662e-05,-1.6543228205050662e-05,True
542,0.00019762944896749122,,0.00019762944896749122,,-4.828738512730166e-05,-4.828738512730166e-05,-2.188126184408859e-06,-2.188126184408859e-06,True
543,0.00019762944896749122,,0.00019762944896749122,,2.118903209677826e-05,2.118903209677826e-05,2.9781360013083735e-05,2.9781360013083735e-05,True
544,0.00019762944896749122,,0.00019762944896749122,,6.724951267174466e-05,6.724951267174466e-05,6.842106010606184e-05,6.842106010606184e-05,True
545,0.00019762944896749122,,0.00019762944896749122,,5.0111405298418784e-05,5.0111405298418784e-05,3.8367251695591805e-05,3.8367251695591805e-05,True
546,0.00019762944896749122,,0.00019762944896749122,,1.4268757850910014e-05,1.4268757850910014e-05,1.0218986772816906e-05,1.0218986772816906e-05,True
547,0.00019762944896749122,,0.00019762944896749122,,-3.5335946472292175e-05,-3.5335946472292175e-05,-9.421740997149213e-06,-9.421740997149213e-06,True
548,0.00019762944896749122,,0.00019762944896749122,,-9.156111782270304e-05,-9.156111782270304e-05,-1.6094857973830604e-05,-1.6094857973830604e-05,True
549,0.00019762944896749122,,0.00019762944896749122,,-5.028069412730426e-05,-5.028069412730426e-05,-5.670389778619954e-07,-5.670389778619954e-07,True
550,0.00019762944896749122,,0.00019762944896749122,,1.8472137476102627e-05,1.8472137476102627e-05,3.0316162408650977e-05,3.0316162408650977e-05,True
551,0.00019762944896749122,,0.00019762944896749122,,6.268945729733491e-05,6.268945729733491e-05,7.099860215781859e-05,7.099860215781859e-05,True
552,0.00019762944896749122,,0.00019762944896749122,,7.097054012122007e-05,7.097054012122007e-05,6.292539543877334e-05,6.292539543877334e-05,True
553,0.00019762944896749122,,0.00019762944896749122,,5.2494548083271934e-06,5.2494548083271934e-06,6.8813677913042174e-06,6.8813677913042174e-06,True
554,0.00019762944896749122,,0.00019762944896749122,,2.59075408556478e-05,2.59075408556478e-05,1.8585320861493664e-05,1.8585320861493664e-05,True
555,0.00019762944896749122,,0.00019762944896749122,,-6.777188008258915e-05,-6.777188008258915e-05,-1.635591896150032e-05,-1.635591896150032e-05,True
556,0.00019762944896749122,,0.00019762944896749122,,-9.275161338963593e-05,-9.275161338963593e-05,-1.2177980625491486e-05,-1.2177980625491486e-05,True
557,0.00019762944896749122,,0.00019762944896749122,,-4.7739216021650497e-05,-4.7739216021650497e-05,1.4959248497178056e-06,1.4959248497178056e-06,True
558,0.00019762944896749122,,0.00019762944896749122,,1.8395338149646785e-05,1.8395338149646785e-05,3.5585293132770646e-05,3.5585293132770646e-05,True
559,0.00019762944896749122,,0.00019762944896749122,,6.25912767199067e-05,6.25912767199067e-05,7.492535948595166e-05,7.492535948595166e-05,True
560,0.00019762944896749122,,0.00019762944896749122,,7.165029954096697e-05,7.165029954096697e-05,6.701239828691753e-05,6.701239828691753e-05,True
561,0.00019762944896749122,,0.00019762944896749122,,4.070818229667259e-06,4.070818229667259e-06,9.681935881112888e-06,9.681935881112888e-06,True
562,0.00019762944896749122,,0.00019762944896749122,,2.9737657208005248e-05,2.9737657208005248e-05,2.3286684829912126e-05,2.3286684829912126e-05,True
563,0.00019762944896749122,,0.00019762944896749122,,-6.808980333225054e-05,-6.808980333225054e-05,-1.435617446120419e-05,-1.435617446120419e-05,True
564,0.00019762944896749122,,0.00019762944896749122,,-9.17961524463176e-05,-9.17961524463176e-05,-9.467834495310452e-06,-9.467834495310452e-06,True
565,0.00019762944896749122,,0.00019762944896749122,,-4.890432738633963e-05,-4.890432738633963e-05,3.98012032988526e-06,3.98012032988526e-06,True
566,0.00019762944896749122,,0.00019762944896749122,,1.1023590781569987e-05,1.1023590781569987e-05,3.1126423676773996e-05,3.1126423676773996e-05,True
567,0.00019762944896749122,,0.00019762944896749122,,5.608507042824247e-05,5.608507042824247e-05,7.295174919456708e-05,7.295174919456708e-05,True
568,0.00019762944896749122,,0.00019762944896749122,,6.471300532913369e-05,6.471300532913369e-05,6.493879775508022e-05,6.493879775508022e-05,True
569,0.00019762944896749122,,0.00019762944896749122,,1.1380838117849629e-05,1.1380838117849629e-05,1.698559985576703e-05,1.698559985576703e-05,True
570,0.00019762944896749122,,0.00019762944896749122,,2.1295911404818954e-05,2.1295911404818954e-05,2.2726396368987737e-05,2.2726396368987737e-05,True
571,0.00019762944896749122,,0.00019762944896749122,,-5.9425619526805177e-05,-5.9425619526805177e-05,-8.337401759826294e-06,-8.337401759826294e-06,True
572,0.00019762944896749122,,0.00019762944896749122,,-8.595419126152028e-05,-8.595419126152028e-05,-5.7131551321636096e-06,-5.7131551321636096e-06,True
573,0.00019762944896749122,,0.00019762944896749122,,-3.8716130598464125e-05,-3.8716130598464125e-05,7.239199212084402e-06,7.239199212084402e-06,True
574,0.00019762944896749122,,0.00019762944896749122,,6.674947723910484e-06,6.674947723910484e-06,3.192484101762872e-05,3.192484101762872e-05,True
575,0.00019762944896749122,,0.00019762944896749122,,4.583401118382527e-05,4.583401118382527e-05,7.050136123761507e-05,7.050136123761507e-05,True
576,0.00019762944896749122,,0.00019762944896749122,,6.784192430334799e-05,6.784192430334799e-05,7.697336731388341e-05,7.697336731388341e-05,True
577,0.00019762944896749122,,0.00019762944896749122,,4.7723345181758675e-05,4.7723345181758675e-05,4.872744037520439e-05,4.872744037520439e-05,True
578,0.00019762944896749122,,0.00019762944896749122,,1.5926583459709366e-05,1.5926583459709366e-05,2.369667644951411e-05,2.369667644951411e-05,True
579,0.00019762944896749122,,0.00019762944896749122,,-2.7446883308581113e-05,-2.7446883308581113e-05,3.257375122925965e-06,3.257375122925965e-06,True
580,0.00019762944896749122,,0.00019762944896749122,,-8.180335882360327e-05,-8.180335882360327e-05,-9.852026359441536e-06,-9.852026359441536e-06,True
581,0.00019762944896749122,,0.00019762944896749122,,-8.221511030034613e-05,-8.221511030034613e-05,-5.76775006078577e-07,-5.76775006078577e-07,True
582,0.00019762944896749122,,0.00019762944896749122,,-3.426854009624443e-05,-3.426854009624443e-05,1.008229954701161e-05,1.008229954701161e-05,True
583,0.00019762944896749122,,0.00019762944896749122,,4.2430480747759885e-06,4.2430480747759885e-06,2.5405091012649828e-05,2.5405091012649828e-05,True
584,0.00019762944896749122,,0.00019762944896749122,,3.688068843092677e-05,3.688068843092677e-05,5.519062318751108e-05,5.519062318751108e-05,True
585,0.00019762944896749122,,0.00019762944896749122,,6.66400981166747e-05,6.66400981166747e-05,7.244750308405638e-05,7.244750308405638e-05,True
586,0.00019762944896749122,,0.00019762944896749122,,6.806889110207959e-05,6.806889110207959e-05,6.252690930767191e-05,6.252690930767191e-05,True
587,0.00019762944896749122,,0.00019762944896749122,,1.3697219144214552e-05,1.3697219144214552e-05,2.4111758227265154e-05,2.4111758227265154e-05,True
588,0.00019762944896749122,,0.00019762944896749122,,-6.192024296215142e-05,-6.192024296215142e-05,-5.594210183816148e-06,-5.594210183816148e-06,True
589,0.00019762944896749122,,0.00019762944896749122,,-9.999312143579258e-05,-9.999312143579258e-05,-6.947237722446889e-06,-6.947237722446889e-06,True
590,0.00019762944896749122,,0.00019762944896749122,,-8.961587722460508e-05,-8.961587722460508e-05,5.554823593281955e-06,5.554823593281955e-06,True
591,0.00019762944896749122,,0.00019762944896749122,,-4.849582655401313e-05,-4.849582655401313e-05,1.429205769719427e-05,1.429205769719427e-05,True
592,0.00019762944896749122,,0.00019762944896749122,,-6.21036174614944e-07,-6.21036174614944e-07,2.1913625735012103e-05,2.1913625735012103e-05,True
593,0.00019762944896749122,,0.00019762944896749122,,4.1003136881695635e-05,4.1003136881695635e-05,6.309840038415827e-05,6.309840038415827e-05,True
594,0.00019762944896749122,,0.00019762944896749122,,6.867788060347018e-05,6.867788060347018e-05,7.715622627015958e-05,7.715622627015958e-05,True
595,0.00019762944896749122,,0.00019762944896749122,,6.04692933276471e-05,6.04692933276471e-05,5.8099515626798014e-05,5.8099515626798014e-05,True
596,0.00019762944896749122,,0.00019762944896749122,,1.1888387419599996e-05,1.1888387419599996e-05,2.4071082114730723e-05,2.4071082114730723e-05,True
597,0.00019762944896749122,,0.00019762944896749122,,-5.3601653576297226e-05,-5.3601653576297226e-05,-1.7952546105465225e-06,-1.7952546105465225e-06,True
598,0.00019762944896749122,,0.00019762944896749122,,-9.68555612889568e-05,-9.68555612889568e-05,-7.612223692451507e-06,-7.612223692451507e-06,True
599,0.00019762944896749122,,0.00019762944896749122,,-8.938179666732022e-05,-8.938179666732022e-05,3.9919976516764466e-06,3.9919976516764466e-06,True
600,0.00019762944896749122,,0.00019762944896749122,,-4.1981114018306064e-05,-4.1981114018306064e-05,1.4659724711698213e-05,1.4659724711698213e-05,True
