MM #,m_rad,m_azi,sigma_rad,sigma_azi,distribution,alpha_azi,alpha_rad,weight,sigmax,sigmay
201,0.0,0.0,5e-08,5e-08,gaussian,0.249970344006372,0.8081160285667524,0.0011432763066666666,5e-08,5e-08
202,0.0,0.0,5e-08,5e-08,gaussian,0.2718605210343082,0.7702547101696259,0.0011432763066666666,5e-08,5e-08
203,0.0,0.0,5e-08,5e-08,gaussian,0.306412983574331,0.7653000418234982,0.0011432763066666666,5e-08,5e-08
204,0.0,0.0,5e-08,5e-08,gaussian,0.3322240750859294,0.7105676625560006,0.0011432763066666666,5e-08,5e-08
205,0.0,0.0,5e-08,5e-08,gaussian,0.2944938700058825,0.769582232820099,0.0,5e-08,5e-08
206,0.0,0.0,5e-08,5e-08,gaussian,0.3221692748299129,0.8868445847905165,0.0,5e-08,5e-08
207,0.0,0.0,5e-08,5e-08,gaussian,0.2904579120431857,0.7343087211695918,0.0,5e-08,5e-08
208,0.0,0.0,5e-08,5e-08,gaussian,0.2909440619131256,0.712561673357996,0.0,5e-08,5e-08
209,0.0,0.0,5e-08,5e-08,gaussian,0.2952960394611291,0.7753757937259688,0.0,5e-08,5e-08
210,0.0,0.0,5e-08,5e-08,gaussian,0.2886791745506473,0.7857534755507679,0.0,5e-08,5e-08
211,0.0,0.0,5e-08,5e-08,gaussian,0.2810633585814659,0.6609326435742935,0.0,5e-08,5e-08
212,0.0,0.0,5e-08,5e-08,gaussian,0.3135451034318701,0.7843395274629469,0.0,5e-08,5e-08
213,0.0,0.0,5e-08,5e-08,gaussian,0.3068188273035891,0.7237676231049543,0.0,5e-08,5e-08
214,0.0,0.0,5e-08,5e-08,gaussian,0.2836011258284813,0.7626260306431718,0.0,5e-08,5e-08
215,0.0,0.0,5e-08,5e-08,gaussian,0.2490506170814926,0.6845282198691147,0.0,5e-08,5e-08
216,0.0,0.0,5e-08,5e-08,gaussian,0.3135677297732113,0.7699504087743112,0.0,5e-08,5e-08
217,0.0,0.0,5e-08,5e-08,gaussian,0.3108342921948332,0.7494974088958146,0.0,5e-08,5e-08
218,0.0,0.0,5e-08,5e-08,gaussian,0.3155759946264294,0.781691726391336,0.0,5e-08,5e-08
219,0.0,0.0,5e-08,5e-08,gaussian,0.2893987782116624,0.6966650582864461,0.0,5e-08,5e-08
220,0.0,0.0,5e-08,5e-08,gaussian,0.2710710062698206,0.8042339068392566,0.0,5e-08,5e-08
221,0.0,0.0,5e-08,5e-08,gaussian,0.2952435415323075,0.8238315986598237,0.0,5e-08,5e-08
222,0.0,0.0,5e-08,5e-08,gaussian,0.322446188493071,0.6968032976441042,0.0,5e-08,5e-08
223,0.0,0.0,5e-08,5e-08,gaussian,0.2657189209914826,0.7938021858857484,0.0,5e-08,5e-08
224,0.0,0.0,5e-08,5e-08,gaussian,0.3281020821211859,0.8427139845816553,0.0,5e-08,5e-08
225,0.0,0.0,5e-08,5e-08,gaussian,0.3169990002339471,0.8704204155745794,0.0,5e-08,5e-08
226,0.0,0.0,5e-08,5e-08,gaussian,0.3299320691148069,0.6599871176831164,0.0,5e-08,5e-08
227,0.0,0.0,5e-08,5e-08,gaussian,0.2758647802050893,0.7474935457234415,0.0,5e-08,5e-08
228,0.0,0.0,5e-08,5e-08,gaussian,0.3297650969839183,0.8276439590826886,0.0,5e-08,5e-08
229,0.0,0.0,5e-08,5e-08,gaussian,0.3124062642405946,0.9094316730124009,0.0,5e-08,5e-08
230,0.0,0.0,5e-08,5e-08,gaussian,0.2673776576083483,0.7810860463978672,0.0,5e-08,5e-08
231,0.0,0.0,5e-08,5e-08,gaussian,0.2796569994190748,0.5939918525240114,0.0,5e-08,5e-08
232,0.0,0.0,5e-08,5e-08,gaussian,0.292832641684461,0.7650729038139337,0.0,5e-08,5e-08
233,0.0,0.0,5e-08,5e-08,gaussian,0.3275594161637223,0.8774331991782889,0.0,5e-08,5e-08
234,0.0,0.0,5e-08,5e-08,gaussian,0.2830292886325315,0.9168512574695411,0.0,5e-08,5e-08
235,0.0,0.0,5e-08,5e-08,gaussian,0.3246263349996822,0.9208031092389475,0.0,5e-08,5e-08
236,0.0,0.0,5e-08,5e-08,gaussian,0.282186591145242,0.6658842530924095,0.0,5e-08,5e-08
237,0.0,0.0,5e-08,5e-08,gaussian,0.2895698421788667,0.7489843086036482,0.0,5e-08,5e-08
238,0.0,0.0,5e-08,5e-08,gaussian,0.2744555642271054,0.8776293234513463,0.0,5e-08,5e-08
239,0.0,0.0,5e-08,5e-08,gaussian,0.3134368780326658,0.6106510442875178,0.0,5e-08,5e-08
240,0.0,0.0,5e-08,5e-08,gaussian,0.3025176290947885,0.9026202597627234,0.0,5e-08,5e-08
241,0.0,0.0,5e-08,5e-08,gaussian,0.2844906991718323,0.7466398645155109,0.0,5e-08,5e-08
242,0.0,0.0,5e-08,5e-08,gaussian,0.285653988395171,0.6687450274027962,0.0,5e-08,5e-08
243,0.0,0.0,5e-08,5e-08,gaussian,0.2838301402689345,0.7623936725078008,0.0,5e-08,5e-08
244,0.0,0.0,5e-08,5e-08,gaussian,0.291766544055136,0.7600554260982373,0.0,5e-08,5e-08
245,0.0,0.0,5e-08,5e-08,gaussian,0.2720318848308495,0.7047589480943018,0.0,5e-08,5e-08
246,0.0,0.0,5e-08,5e-08,gaussian,0.2448398623712284,0.73702615107917,0.0,5e-08,5e-08
247,0.0,0.0,5e-08,5e-08,gaussian,0.2571943386212579,0.7332221696540454,0.0,5e-08,5e-08
248,0.0,0.0,5e-08,5e-08,gaussian,0.2952645595944558,0.8088829248311445,0.0,5e-08,5e-08
249,0.0,0.0,5e-08,5e-08,gaussian,0.3070085649787699,0.8625232905807133,0.0,5e-08,5e-08
250,0.0,0.0,5e-08,5e-08,gaussian,0.3225599246945432,0.7774081412198669,0.0,5e-08,5e-08
251,0.0,0.0,5e-08,5e-08,gaussian,0.3386126343161021,0.6824578085457004,0.0,5e-08,5e-08
252,0.0,0.0,5e-08,5e-08,gaussian,0.2495231981041171,0.5784027279307729,0.0,5e-08,5e-08
253,0.0,0.0,5e-08,5e-08,gaussian,0.2929197463778469,0.713084585774685,0.0,5e-08,5e-08
254,0.0,0.0,5e-08,5e-08,gaussian,0.3208159461604117,0.6941104213916899,0.0,5e-08,5e-08
255,0.0,0.0,5e-08,5e-08,gaussian,0.3069328279281213,0.8843962908689844,0.0,5e-08,5e-08
256,0.0,0.0,5e-08,5e-08,gaussian,0.3099437047300403,0.5757768079664805,0.0,5e-08,5e-08
257,0.0,0.0,5e-08,5e-08,gaussian,0.2936878186580649,0.7079637109283543,0.0,5e-08,5e-08
258,0.0,0.0,5e-08,5e-08,gaussian,0.3029904628006163,0.8759599220564116,0.0,5e-08,5e-08
259,0.0,0.0,5e-08,5e-08,gaussian,0.2406197056481517,0.6407433013687484,0.0,5e-08,5e-08
260,0.0,0.0,5e-08,5e-08,gaussian,0.2984501651617109,0.7113808806695251,0.0,5e-08,5e-08
261,0.0,0.0,5e-08,5e-08,gaussian,0.2580952270120438,0.7917610775062093,0.0,5e-08,5e-08
262,0.0,0.0,5e-08,5e-08,gaussian,0.2911806230929137,0.7089788893037682,0.0,5e-08,5e-08
263,0.0,0.0,5e-08,5e-08,gaussian,0.2514924641337018,0.7226601965934932,0.0,5e-08,5e-08
264,0.0,0.0,5e-08,5e-08,gaussian,0.2506342553644715,0.8441779106558678,0.0,5e-08,5e-08
265,0.0,0.0,5e-08,5e-08,gaussian,0.3053252984634672,0.741844749630788,0.0,5e-08,5e-08
266,0.0,0.0,5e-08,5e-08,gaussian,0.2866160411344245,0.6301505992447933,0.0,5e-08,5e-08
267,0.0,0.0,5e-08,5e-08,gaussian,0.3154617781067335,0.6951086721838067,0.0,5e-08,5e-08
268,0.0,0.0,5e-08,5e-08,gaussian,0.3179353606413652,0.7601864567916892,0.0,5e-08,5e-08
269,0.0,0.0,5e-08,5e-08,gaussian,0.2784544516520829,0.7855158201682515,0.0,5e-08,5e-08
270,0.0,0.0,5e-08,5e-08,gaussian,0.2999600223161544,0.7213895272037828,0.0,5e-08,5e-08
271,0.0,0.0,5e-08,5e-08,gaussian,0.2817927183039758,0.6920100376826046,0.0,5e-08,5e-08
272,0.0,0.0,5e-08,5e-08,gaussian,0.2366931665304714,0.8082106314008008,0.0,5e-08,5e-08
273,0.0,0.0,5e-08,5e-08,gaussian,0.3016589955381771,0.8584819206564569,0.0,5e-08,5e-08
274,0.0,0.0,5e-08,5e-08,gaussian,0.2582147173161263,0.8589354730524452,0.0,5e-08,5e-08
275,0.0,0.0,5e-08,5e-08,gaussian,0.3001107893861755,0.9136655338005035,0.0,5e-08,5e-08
276,0.0,0.0,5e-08,5e-08,gaussian,0.2530485263176845,0.8071360580221736,0.0,5e-08,5e-08
277,0.0,0.0,5e-08,5e-08,gaussian,0.3084699085724402,0.7056525494384828,0.0,5e-08,5e-08
278,0.0,0.0,5e-08,5e-08,gaussian,0.2709393227613728,0.7475801714078237,0.0,5e-08,5e-08
279,0.0,0.0,5e-08,5e-08,gaussian,0.2593310853205702,0.7377099368938107,0.0,5e-08,5e-08
280,0.0,0.0,5e-08,5e-08,gaussian,0.3105591119412384,0.7192471621495928,0.0,5e-08,5e-08
281,0.0,0.0,5e-08,5e-08,gaussian,0.3379266818883701,0.8449453867993136,0.0,5e-08,5e-08
282,0.0,0.0,5e-08,5e-08,gaussian,0.2813031973736842,0.6852827106462263,0.0,5e-08,5e-08
283,0.0,0.0,5e-08,5e-08,gaussian,0.3214361293339838,0.8164698122612725,0.0,5e-08,5e-08
284,0.0,0.0,5e-08,5e-08,gaussian,0.2704721573159598,0.7555814497006413,0.0,5e-08,5e-08
285,0.0,0.0,5e-08,5e-08,gaussian,0.3012752411222832,0.8274301602489668,0.0,5e-08,5e-08
286,0.0,0.0,5e-08,5e-08,gaussian,0.299655136789431,0.7880735411091109,0.0,5e-08,5e-08
287,0.0,0.0,5e-08,5e-08,gaussian,0.3090199283045162,0.7840679837608029,0.0,5e-08,5e-08
288,0.0,0.0,5e-08,5e-08,gaussian,0.3420907015665279,0.867259952733419,0.0,5e-08,5e-08
289,0.0,0.0,5e-08,5e-08,gaussian,0.2898107109296776,0.6590126087463618,0.0,5e-08,5e-08
290,0.0,0.0,5e-08,5e-08,gaussian,0.2626541201436868,0.8138369390269533,0.0,5e-08,5e-08
291,0.0,0.0,5e-08,5e-08,gaussian,0.3093655668887833,0.7492768910567311,0.0,5e-08,5e-08
292,0.0,0.0,5e-08,5e-08,gaussian,0.2986056446305336,0.8333487207414961,0.0,5e-08,5e-08
293,0.0,0.0,5e-08,5e-08,gaussian,0.2752106073832086,0.8690835276854697,0.0,5e-08,5e-08
294,0.0,0.0,5e-08,5e-08,gaussian,0.2831598909638998,0.75497761070547,0.0,5e-08,5e-08
295,0.0,0.0,5e-08,5e-08,gaussian,0.3282802359004392,0.7122478187259589,0.0,5e-08,5e-08
296,0.0,0.0,5e-08,5e-08,gaussian,0.2598588660481926,0.730198171703513,0.0,5e-08,5e-08
297,0.0,0.0,5e-08,5e-08,gaussian,0.2791545328223346,0.9102024125308306,0.0,5e-08,5e-08
298,0.0,0.0,5e-08,5e-08,gaussian,0.267226321054987,0.8090418652061182,0.0,5e-08,5e-08
299,0.0,0.0,5e-08,5e-08,gaussian,0.3021460141263086,0.7359624951892302,0.0,5e-08,5e-08
300,0.0,0.0,5e-08,5e-08,gaussian,0.3117225597413767,0.8667787509657392,0.0,5e-08,5e-08
301,0.0,0.0,5e-08,5e-08,gaussian,0.2720832821774349,0.6633764871057745,0.0011432763066666666,5e-08,5e-08
302,0.0,0.0,5e-08,5e-08,gaussian,0.2612846367986485,0.6984691052385081,0.0011432763066666666,5e-08,5e-08
303,0.0,0.0,5e-08,5e-08,gaussian,0.2888945369998673,0.7823673222332519,0.0011432763066666666,5e-08,5e-08
304,0.0,0.0,5e-08,5e-08,gaussian,0.262313392915873,0.6159510505344659,0.0011432763066666666,5e-08,5e-08
305,0.0,0.0,5e-08,5e-08,gaussian,0.3156277015327018,0.7477211525309606,0.0,5e-08,5e-08
306,0.0,0.0,5e-08,5e-08,gaussian,0.3191704510926338,0.7667871205874444,0.0,5e-08,5e-08
307,0.0,0.0,5e-08,5e-08,gaussian,0.2478714324287704,0.8217728255729236,0.0,5e-08,5e-08
308,0.0,0.0,5e-08,5e-08,gaussian,0.2788703521542289,0.8977034626102415,0.0,5e-08,5e-08
309,0.0,0.0,5e-08,5e-08,gaussian,0.3242586372085617,0.6723719219480573,0.0,5e-08,5e-08
310,0.0,0.0,5e-08,5e-08,gaussian,0.2974013197772297,0.7040168579429196,0.0,5e-08,5e-08
311,0.0,0.0,5e-08,5e-08,gaussian,0.3096555127910989,0.6533636477800266,0.0,5e-08,5e-08
312,0.0,0.0,5e-08,5e-08,gaussian,0.2710474490182719,0.8283387592556415,0.0,5e-08,5e-08
313,0.0,0.0,5e-08,5e-08,gaussian,0.2843937914238958,0.7249996095006848,0.0,5e-08,5e-08
314,0.0,0.0,5e-08,5e-08,gaussian,0.2998811544070125,0.8964638708269698,0.0,5e-08,5e-08
315,0.0,0.0,5e-08,5e-08,gaussian,0.3158725340544323,0.6197667640849963,0.0,5e-08,5e-08
316,0.0,0.0,5e-08,5e-08,gaussian,0.312488672123843,0.6968954463159339,0.0,5e-08,5e-08
317,0.0,0.0,5e-08,5e-08,gaussian,0.2903906592341101,0.7027548104798211,0.0,5e-08,5e-08
318,0.0,0.0,5e-08,5e-08,gaussian,0.2608820551294384,0.7211056607696904,0.0,5e-08,5e-08
319,0.0,0.0,5e-08,5e-08,gaussian,0.2946797813736788,0.7202293347909936,0.0,5e-08,5e-08
320,0.0,0.0,5e-08,5e-08,gaussian,0.3038227410089478,0.7386854701485579,0.0,5e-08,5e-08
321,0.0,0.0,5e-08,5e-08,gaussian,0.2783699671986853,0.7843705865300596,0.0,5e-08,5e-08
322,0.0,0.0,5e-08,5e-08,gaussian,0.2790853561594482,0.7851920173390722,0.0,5e-08,5e-08
323,0.0,0.0,5e-08,5e-08,gaussian,0.2630465090807359,0.9362660985458836,0.0,5e-08,5e-08
324,0.0,0.0,5e-08,5e-08,gaussian,0.2815844774259615,0.8487078471520807,0.0,5e-08,5e-08
325,0.0,0.0,5e-08,5e-08,gaussian,0.2709564663185185,0.6780949840599078,0.0,5e-08,5e-08
326,0.0,0.0,5e-08,5e-08,gaussian,0.251043970171704,0.6750020422862435,0.0,5e-08,5e-08
327,0.0,0.0,5e-08,5e-08,gaussian,0.2625357206122804,0.6938116980742914,0.0,5e-08,5e-08
328,0.0,0.0,5e-08,5e-08,gaussian,0.3513988339735369,0.7230800554393352,0.0,5e-08,5e-08
329,0.0,0.0,5e-08,5e-08,gaussian,0.2889775690663802,0.7976937823736344,0.0,5e-08,5e-08
330,0.0,0.0,5e-08,5e-08,gaussian,0.3204239145259836,0.8315683853634355,0.0,5e-08,5e-08
331,0.0,0.0,5e-08,5e-08,gaussian,0.2974021488150745,0.7901716966029079,0.0,5e-08,5e-08
332,0.0,0.0,5e-08,5e-08,gaussian,0.301084495102427,0.6469761751221569,0.0,5e-08,5e-08
333,0.0,0.0,5e-08,5e-08,gaussian,0.2856699093956841,0.8604706874234473,0.0,5e-08,5e-08
334,0.0,0.0,5e-08,5e-08,gaussian,0.3227910504969017,0.8783763864963502,0.0,5e-08,5e-08
335,0.0,0.0,5e-08,5e-08,gaussian,0.252327040210015,0.7588521969172535,0.0,5e-08,5e-08
336,0.0,0.0,5e-08,5e-08,gaussian,0.2881185218187994,0.6723430033556734,0.0,5e-08,5e-08
337,0.0,0.0,5e-08,5e-08,gaussian,0.2857531420549219,0.7636452614516378,0.0,5e-08,5e-08
338,0.0,0.0,5e-08,5e-08,gaussian,0.3583165463815429,0.7479338136914478,0.0,5e-08,5e-08
339,0.0,0.0,5e-08,5e-08,gaussian,0.2684017111739144,0.7562512385051011,0.0,5e-08,5e-08
340,0.0,0.0,5e-08,5e-08,gaussian,0.2675424340157927,0.7856136494676143,0.0,5e-08,5e-08
341,0.0,0.0,5e-08,5e-08,gaussian,0.2903014657595678,0.7971299243836969,0.0,5e-08,5e-08
342,0.0,0.0,5e-08,5e-08,gaussian,0.2658603072083275,0.8466274373683695,0.0,5e-08,5e-08
343,0.0,0.0,5e-08,5e-08,gaussian,0.2790638949335292,0.7352964652757117,0.0,5e-08,5e-08
344,0.0,0.0,5e-08,5e-08,gaussian,0.3541629291069986,0.7099526949024944,0.0,5e-08,5e-08
345,0.0,0.0,5e-08,5e-08,gaussian,0.3422769034173728,0.7845548561974529,0.0,5e-08,5e-08
346,0.0,0.0,5e-08,5e-08,gaussian,0.2598337012172265,0.679621066226882,0.0,5e-08,5e-08
347,0.0,0.0,5e-08,5e-08,gaussian,0.2860578652541279,0.7200708758914994,0.0,5e-08,5e-08
348,0.0,0.0,5e-08,5e-08,gaussian,0.3026293382378643,0.8358932994198568,0.0,5e-08,5e-08
349,0.0,0.0,5e-08,5e-08,gaussian,0.2719267410100754,0.7540571619696446,0.0,5e-08,5e-08
350,0.0,0.0,5e-08,5e-08,gaussian,0.3191746139801209,0.8213273927117728,0.0,5e-08,5e-08
351,0.0,0.0,5e-08,5e-08,gaussian,0.2896018361261068,0.8834453070260565,0.0,5e-08,5e-08
352,0.0,0.0,5e-08,5e-08,gaussian,0.2819766742549242,0.6173366000268652,0.0,5e-08,5e-08
353,0.0,0.0,5e-08,5e-08,gaussian,0.240019145695634,0.9124597611935352,0.0,5e-08,5e-08
354,0.0,0.0,5e-08,5e-08,gaussian,0.2656095186574079,0.8414515188453491,0.0,5e-08,5e-08
355,0.0,0.0,5e-08,5e-08,gaussian,0.3197071922631972,0.7156079404436915,0.0,5e-08,5e-08
356,0.0,0.0,5e-08,5e-08,gaussian,0.3234252197521115,0.8318954969412987,0.0,5e-08,5e-08
357,0.0,0.0,5e-08,5e-08,gaussian,0.3067356754363124,0.6869001127038709,0.0,5e-08,5e-08
358,0.0,0.0,5e-08,5e-08,gaussian,0.3059033773971397,0.8150808854536383,0.0,5e-08,5e-08
359,0.0,0.0,5e-08,5e-08,gaussian,0.2739570856757781,0.8390835856767407,0.0,5e-08,5e-08
360,0.0,0.0,5e-08,5e-08,gaussian,0.2959686704712703,0.6740896680445457,0.0,5e-08,5e-08
361,0.0,0.0,5e-08,5e-08,gaussian,0.2970321488889326,0.6185114433272828,0.0,5e-08,5e-08
362,0.0,0.0,5e-08,5e-08,gaussian,0.2794233404381797,0.8551731682168796,0.0,5e-08,5e-08
363,0.0,0.0,5e-08,5e-08,gaussian,0.254418208325577,0.7529624318863993,0.0,5e-08,5e-08
364,0.0,0.0,5e-08,5e-08,gaussian,0.2516209536858266,0.7958589477511356,0.0,5e-08,5e-08
365,0.0,0.0,5e-08,5e-08,gaussian,0.2655191360623254,0.8384949495503539,0.0,5e-08,5e-08
366,0.0,0.0,5e-08,5e-08,gaussian,0.3111253891910411,0.7613955197442552,0.0,5e-08,5e-08
367,0.0,0.0,5e-08,5e-08,gaussian,0.3039561291887625,0.6753163412115403,0.0,5e-08,5e-08
368,0.0,0.0,5e-08,5e-08,gaussian,0.3624070371383578,0.9173621875476876,0.0,5e-08,5e-08
369,0.0,0.0,5e-08,5e-08,gaussian,0.2814706047626777,0.8025650496215885,0.0,5e-08,5e-08
370,0.0,0.0,5e-08,5e-08,gaussian,0.277628714200038,0.7218499360757368,0.0,5e-08,5e-08
371,0.0,0.0,5e-08,5e-08,gaussian,0.2820919062931679,0.8471206067346744,0.0,5e-08,5e-08
372,0.0,0.0,5e-08,5e-08,gaussian,0.2950750949061619,0.7582726056197685,0.0,5e-08,5e-08
373,0.0,0.0,5e-08,5e-08,gaussian,0.2881986776403099,0.8857753638451222,0.0,5e-08,5e-08
374,0.0,0.0,5e-08,5e-08,gaussian,0.3206920476726191,0.8331007908365635,0.0,5e-08,5e-08
375,0.0,0.0,5e-08,5e-08,gaussian,0.3111172721163229,0.7802350613016463,0.0,5e-08,5e-08
376,0.0,0.0,5e-08,5e-08,gaussian,0.2951748999731121,0.7971477837034938,0.0,5e-08,5e-08
377,0.0,0.0,5e-08,5e-08,gaussian,0.2660668959840334,0.681475805775246,0.0,5e-08,5e-08
378,0.0,0.0,5e-08,5e-08,gaussian,0.2934124669374865,0.7083835406056793,0.0,5e-08,5e-08
379,0.0,0.0,5e-08,5e-08,gaussian,0.2562137105493205,0.8557884227417369,0.0,5e-08,5e-08
380,0.0,0.0,5e-08,5e-08,gaussian,0.2848436384872631,0.8436554724550931,0.0,5e-08,5e-08
381,0.0,0.0,5e-08,5e-08,gaussian,0.3614353093571528,0.8806406168867746,0.0,5e-08,5e-08
382,0.0,0.0,5e-08,5e-08,gaussian,0.3560803872573801,0.6280112887756453,0.0,5e-08,5e-08
383,0.0,0.0,5e-08,5e-08,gaussian,0.2798477359973435,0.6924115343642369,0.0,5e-08,5e-08
384,0.0,0.0,5e-08,5e-08,gaussian,0.3294263895630846,0.6526602424982154,0.0,5e-08,5e-08
385,0.0,0.0,5e-08,5e-08,gaussian,0.2416257438851099,0.8336759238150793,0.0,5e-08,5e-08
386,0.0,0.0,5e-08,5e-08,gaussian,0.3216330733445664,0.7778153048080313,0.0,5e-08,5e-08
387,0.0,0.0,5e-08,5e-08,gaussian,0.2644101368582981,0.7006345733127889,0.0,5e-08,5e-08
388,0.0,0.0,5e-08,5e-08,gaussian,0.2921722398351899,0.7768873596104555,0.0,5e-08,5e-08
389,0.0,0.0,5e-08,5e-08,gaussian,0.3213621650202967,0.7310468442937641,0.0,5e-08,5e-08
390,0.0,0.0,5e-08,5e-08,gaussian,0.282616921706688,0.7613435187102022,0.0,5e-08,5e-08
391,0.0,0.0,5e-08,5e-08,gaussian,0.3016646023782082,0.7971998046205672,0.0,5e-08,5e-08
392,0.0,0.0,5e-08,5e-08,gaussian,0.2802632557579287,0.8014506195399997,0.0,5e-08,5e-08
393,0.0,0.0,5e-08,5e-08,gaussian,0.3232988468509756,0.7230231727759084,0.0,5e-08,5e-08
394,0.0,0.0,5e-08,5e-08,gaussian,0.2861873964500504,0.8084059309070969,0.0,5e-08,5e-08
395,0.0,0.0,5e-08,5e-08,gaussian,0.297184661978381,0.6989557051995652,0.0,5e-08,5e-08
396,0.0,0.0,5e-08,5e-08,gaussian,0.3271595101092385,0.8096128409488519,0.0,5e-08,5e-08
397,0.0,0.0,5e-08,5e-08,gaussian,0.3068327059925897,0.8150372107469821,0.0,5e-08,5e-08
398,0.0,0.0,5e-08,5e-08,gaussian,0.2474501798463998,0.7416531628526535,0.0,5e-08,5e-08
399,0.0,0.0,5e-08,5e-08,gaussian,0.2596840852383438,0.7524501745082038,0.0,5e-08,5e-08
