MM #,m_rad,m_azi,sigma_rad,sigma_azi,distribution,alpha_azi,alpha_rad,weight,sigmax,sigmay,theta_degrees,theta_position,mux,muy
150,0.0,0.0,5e-08,5e-08,gaussian,0.282734426242036,0.714824121884955,0.0,5e-08,5e-08,-18.370339830765573,-18.370339830765573,-0.0,0.0
151,0.0,0.0,5e-08,5e-08,gaussian,0.2598440854218882,0.817260399425873,0.0,5e-08,5e-08,-63.67406796615313,-63.67406796615313,0.0,0.0
152,0.0,0.0,5e-08,5e-08,gaussian,0.2478017512513114,0.7882891287622014,0.0,5e-08,5e-08,78.37033983076564,78.37033983076564,0.0,0.0
153,0.0,0.0,5e-08,5e-08,gaussian,0.3149723619608779,0.7231207463959425,0.0,5e-08,5e-08,-3.674067966153146,-3.674067966153146,0.0,0.0
154,0.0,0.0,5e-08,5e-08,gaussian,0.2857115279951287,0.7749220927957969,0.0,5e-08,5e-08,-41.62966016923437,-41.62966016923437,0.0,0.0
155,0.0,0.0,5e-08,5e-08,gaussian,0.3217041553387907,0.8675945250338677,0.0,5e-08,5e-08,-71.0222038984594,-71.0222038984594,0.0,0.0
156,0.0,0.0,5e-08,5e-08,gaussian,0.3179063603066808,0.8191069562005996,0.0,5e-08,5e-08,-25.718475763071865,-25.718475763071865,-0.0,0.0
157,0.0,0.0,5e-08,5e-08,gaussian,0.268414768693245,0.835261628673522,0.0,5e-08,5e-08,41.62966016923434,41.62966016923434,0.0,-0.0
158,0.0,0.0,5e-08,5e-08,gaussian,0.3134705430915554,0.8569017758767059,0.0,5e-08,5e-08,-18.397993442072718,-18.397993442072718,-0.0,0.0
159,0.0,0.0,5e-08,5e-08,gaussian,0.3381462573989027,0.7711071623524809,0.0,5e-08,5e-08,71.03879606524362,71.03879606524362,0.0,-0.0
160,0.0,0.0,5e-08,5e-08,gaussian,0.2712161378442693,0.763543880231777,0.0,5e-08,5e-08,-85.75719081890182,-85.75719081890182,-0.0,0.0
161,0.0,0.0,5e-08,5e-08,gaussian,0.2991487418585891,0.7581105882734461,0.0,5e-08,5e-08,-71.03879606524362,-71.03879606524362,0.0,0.0
162,0.0,0.0,5e-08,5e-08,gaussian,0.2733119111387183,0.674936628083454,0.0,5e-08,5e-08,-3.6795986884145435,-3.6795986884145435,0.0,0.0
163,0.0,0.0,5e-08,5e-08,gaussian,0.2847130734156788,0.7915134641793973,0.0,5e-08,5e-08,25.75719081890182,25.75719081890182,0.0,0.0
164,0.0,0.0,5e-08,5e-08,gaussian,0.298059156986887,0.7459895942210214,0.0,5e-08,5e-08,71.03879606524364,71.03879606524364,0.0,0.0
165,0.0,0.0,5e-08,5e-08,gaussian,0.2510955025018893,0.8802654865298766,0.0,5e-08,5e-08,-3.679598688414572,-3.679598688414572,-0.0,0.0
166,0.0,0.0,5e-08,5e-08,gaussian,0.2966693319098497,0.7472533423545831,0.0,5e-08,5e-08,-63.68437813030326,-63.68437813030326,-0.0,0.0
167,0.0,0.0,5e-08,5e-08,gaussian,0.3111858639255905,0.8048533998122825,0.0,5e-08,5e-08,85.7906469121228,85.7906469121228,0.0,0.0
168,0.0,0.0,5e-08,5e-08,gaussian,0.3257051459721748,0.8034880193385695,0.0,5e-08,5e-08,71.05313439090978,71.05313439090978,0.0,0.0
169,0.0,0.0,5e-08,5e-08,gaussian,0.3369302249503734,0.808075117018397,0.0,5e-08,5e-08,-63.68437813030326,-63.68437813030326,0.0,0.0
170,0.0,0.0,5e-08,5e-08,gaussian,0.2575312444294977,0.7902678967832975,0.0,5e-08,5e-08,-48.946865609090224,-48.946865609090224,0.0,0.0
171,0.0,0.0,5e-08,5e-08,gaussian,0.3264066499852396,0.8676829440258785,0.0,5e-08,5e-08,3.6843781303032586,3.6843781303032586,0.0,0.0
172,0.0,0.0,5e-08,5e-08,gaussian,0.2897205642132952,0.738500800345655,0.0,5e-08,5e-08,71.05313439090978,71.05313439090978,0.0,-0.0
173,0.0,0.0,5e-08,5e-08,gaussian,0.3202313573183465,0.5409811091536167,0.0,5e-08,5e-08,11.053134390909776,11.053134390909776,0.0,-0.0
174,0.0,0.0,5e-08,5e-08,gaussian,0.3404879439594564,0.7459507740928875,0.0,5e-08,5e-08,6.55742157188044,6.55742157188044,0.0,-0.0
175,0.0,0.0,5e-08,5e-08,gaussian,0.2735141315390736,0.699303609191963,0.0,5e-08,5e-08,-13.114843143760893,-13.114843143760893,-0.0,0.0
176,0.0,0.0,5e-08,5e-08,gaussian,0.2849049842112414,0.9068936114288917,0.0,5e-08,5e-08,-33.7703137124783,-33.7703137124783,-0.0,0.0
177,0.0,0.0,5e-08,5e-08,gaussian,0.2518894433391807,0.7275229202813338,0.0,5e-08,5e-08,-79.67226471564126,-79.67226471564126,0.0,0.0
178,0.0,0.0,5e-08,5e-08,gaussian,0.3000462585081994,0.7398980285108236,0.0,5e-08,5e-08,-59.99999999999997,-59.99999999999997,0.0,0.0
179,0.0,0.0,5e-08,5e-08,gaussian,0.306697741434241,0.7984951178659788,0.0,5e-08,5e-08,-19.67226471564129,-19.67226471564129,0.0,0.0
180,0.0,0.0,5e-08,5e-08,gaussian,0.3277630558084159,0.7397061289306069,0.0,5e-08,5e-08,-66.55742157188041,-66.55742157188041,0.0,0.0
181,0.0,0.0,5e-08,5e-08,gaussian,0.2863656530305818,0.7591942703841055,0.0,5e-08,5e-08,53.44257842811958,53.44257842811958,0.0,0.0
182,0.0,0.0,5e-08,5e-08,gaussian,0.3255551909466199,0.781922066705546,0.0,5e-08,5e-08,46.88515685623915,46.88515685623915,0.0,-0.0
183,0.0,0.0,5e-08,5e-08,gaussian,0.2633822068180074,0.7909726533838346,0.0,5e-08,5e-08,-86.25580269716193,-86.25580269716193,-0.0,0.0
184,0.0,0.0,5e-08,5e-08,gaussian,0.3172688678519182,0.7313968471198508,0.0,5e-08,5e-08,66.56395067429048,66.56395067429048,0.0,0.0
185,0.0,0.0,5e-08,5e-08,gaussian,0.2718382018837261,0.8237445111220818,0.0,5e-08,5e-08,-86.25580269716201,-86.25580269716201,0.0,0.0
186,0.0,0.0,5e-08,5e-08,gaussian,0.2478778480139474,0.7418926247328917,0.0,5e-08,5e-08,-40.3081479771285,-40.3081479771285,0.0,0.0
187,0.0,0.0,5e-08,5e-08,gaussian,0.2846280376868199,0.5441427947965266,0.0,5e-08,5e-08,26.255802697162025,26.255802697162025,0.0,-0.0
188,0.0,0.0,5e-08,5e-08,gaussian,0.3087554759038496,0.8600137324439135,0.0,5e-08,5e-08,73.12790134858099,73.12790134858099,0.0,0.0
189,0.0,0.0,5e-08,5e-08,gaussian,0.2720308531560229,0.8522794509970667,0.0,5e-08,5e-08,86.25580269716198,86.25580269716198,0.0,-0.0
190,0.0,0.0,5e-08,5e-08,gaussian,0.2977588568245613,0.8034168902892246,0.0,5e-08,5e-08,-73.12790134858096,-73.12790134858096,-0.0,0.0
191,0.0,0.0,5e-08,5e-08,gaussian,0.2840878197280211,0.8237945691375567,0.0,5e-08,5e-08,6.563950674290524,6.563950674290524,0.0,-0.0
192,0.0,0.0,5e-08,5e-08,gaussian,0.3471409215198832,0.8557230020719604,0.0,5e-08,5e-08,-33.72102804284276,-33.72102804284276,-0.0,0.0
193,0.0,0.0,5e-08,5e-08,gaussian,0.2801381927653251,0.7801670447899328,0.0,5e-08,5e-08,-53.430257010710676,-53.430257010710676,-0.0,0.0
194,0.0,0.0,5e-08,5e-08,gaussian,0.3094918132254053,0.843796840466795,0.0,5e-08,5e-08,53.4302570107107,53.4302570107107,0.0,0.0
195,0.0,0.0,5e-08,5e-08,gaussian,0.2539104244188383,0.8751084676239227,0.0,5e-08,5e-08,-59.99999999999997,-59.99999999999997,-0.0,0.0
196,0.0,0.0,5e-08,5e-08,gaussian,0.2592881045193118,0.743272712955057,0.0,5e-08,5e-08,13.13948597857862,13.13948597857862,0.0,0.0
197,0.0,0.0,5e-08,5e-08,gaussian,0.3480972708373919,0.5248736498503735,0.0,5e-08,5e-08,-79.70922896786792,-79.70922896786792,0.0,0.0
198,0.0,0.0,5e-08,5e-08,gaussian,0.3142914126507941,0.7824092392386751,0.0,5e-08,5e-08,86.27897195715724,86.27897195715724,0.0,0.0
199,0.0,0.0,5e-08,5e-08,gaussian,0.3077522804592231,0.76837788676077,0.0,5e-08,5e-08,-26.27897195715721,-26.27897195715721,0.0,0.0
200,0.0,0.0,5e-08,5e-08,gaussian,0.2477291314843198,0.7387770282420337,0.0,5e-08,5e-08,-19.70922896786786,-19.70922896786786,-0.0,0.0
201,0.0,0.0,5e-08,5e-08,gaussian,0.249970344006372,0.8081160285667524,0.0011432763066666666,5e-08,5e-08,53.03176644621414,53.03176644621414,0.0,0.0
202,0.0,0.0,5e-08,5e-08,gaussian,0.2718605210343082,0.7702547101696259,0.0011432763066666666,5e-08,5e-08,-53.031766446214135,-53.031766446214135,-0.0,0.0
203,0.0,0.0,5e-08,5e-08,gaussian,0.306412983574331,0.7653000418234982,0.0011432763066666666,5e-08,5e-08,66.96823355378586,66.96823355378586,0.0,-0.0
204,0.0,0.0,5e-08,5e-08,gaussian,0.3322240750859294,0.7105676625560006,0.0011432763066666666,5e-08,5e-08,20.90470066135761,20.90470066135761,0.0,-0.0
205,0.0,0.0,5e-08,5e-08,gaussian,0.2944938700058825,0.769582232820099,0.0,5e-08,5e-08,67.08409098762286,67.08409098762286,0.0,0.0
206,0.0,0.0,5e-08,5e-08,gaussian,0.3221692748299129,0.8868445847905165,0.0,5e-08,5e-08,-81.25227296286855,-81.25227296286855,-0.0,0.0
207,0.0,0.0,5e-08,5e-08,gaussian,0.2904579120431857,0.7343087211695918,0.0,5e-08,5e-08,81.2522729628686,81.2522729628686,0.0,-0.0
208,0.0,0.0,5e-08,5e-08,gaussian,0.2909440619131256,0.712561673357996,0.0,5e-08,5e-08,-21.252272962868574,-21.252272962868574,-0.0,0.0
209,0.0,0.0,5e-08,5e-08,gaussian,0.2952960394611291,0.7753757937259688,0.0,5e-08,5e-08,38.524606358913076,38.524606358913076,0.0,-0.0
210,0.0,0.0,5e-08,5e-08,gaussian,0.2886791745506473,0.7857534755507679,0.0,5e-08,5e-08,-67.15846454702898,-67.15846454702898,0.0,0.0
211,0.0,0.0,5e-08,5e-08,gaussian,0.2810633585814659,0.6609326435742935,0.0,5e-08,5e-08,21.475393641086995,21.475393641086995,0.0,-0.0
212,0.0,0.0,5e-08,5e-08,gaussian,0.3135451034318701,0.7843395274629469,0.0,5e-08,5e-08,52.841535452971044,52.841535452971044,0.0,-0.0
213,0.0,0.0,5e-08,5e-08,gaussian,0.3068188273035891,0.7237676231049543,0.0,5e-08,5e-08,83.07283605550454,83.07283605550454,0.0,0.0
214,0.0,0.0,5e-08,5e-08,gaussian,0.2836011258284813,0.7626260306431718,0.0,5e-08,5e-08,-83.07283605550452,-83.07283605550452,0.0,0.0
215,0.0,0.0,5e-08,5e-08,gaussian,0.2490506170814926,0.6845282198691147,0.0,5e-08,5e-08,-4.263256414560601e-14,-4.263256414560601e-14,-0.0,0.0
216,0.0,0.0,5e-08,5e-08,gaussian,0.3135677297732113,0.7699504087743112,0.0,5e-08,5e-08,71.53641802775226,71.53641802775226,0.0,0.0
217,0.0,0.0,5e-08,5e-08,gaussian,0.3108342921948332,0.7494974088958146,0.0,5e-08,5e-08,-23.072836055504553,-23.072836055504553,0.0,0.0
218,0.0,0.0,5e-08,5e-08,gaussian,0.3155759946264294,0.781691726391336,0.0,5e-08,5e-08,23.194911913090024,23.194911913090024,0.0,-0.0
219,0.0,0.0,5e-08,5e-08,gaussian,0.2893987782116624,0.6966650582864461,0.0,5e-08,5e-08,48.40254404345498,48.40254404345498,0.0,0.0
220,0.0,0.0,5e-08,5e-08,gaussian,0.2710710062698206,0.8042339068392566,0.0,5e-08,5e-08,59.99999999999997,59.99999999999997,0.0,-0.0
221,0.0,0.0,5e-08,5e-08,gaussian,0.2952435415323075,0.8238315986598237,0.0,5e-08,5e-08,-59.99999999999997,-59.99999999999997,-0.0,0.0
222,0.0,0.0,5e-08,5e-08,gaussian,0.322446188493071,0.6968032976441042,0.0,5e-08,5e-08,83.19491191309002,83.19491191309002,0.0,0.0
223,0.0,0.0,5e-08,5e-08,gaussian,0.2657189209914826,0.7938021858857484,0.0,5e-08,5e-08,-14.555356618823751,-14.555356618823751,0.0,0.0
224,0.0,0.0,5e-08,5e-08,gaussian,0.3281020821211859,0.8427139845816553,0.0,5e-08,5e-08,-64.85178553960785,-64.85178553960785,-0.0,0.0
225,0.0,0.0,5e-08,5e-08,gaussian,0.3169990002339471,0.8704204155745794,0.0,5e-08,5e-08,64.8517855396079,64.8517855396079,0.0,-0.0
226,0.0,0.0,5e-08,5e-08,gaussian,0.3299320691148069,0.6599871176831164,0.0,5e-08,5e-08,4.8517855396079455,4.8517855396079455,0.0,-0.0
227,0.0,0.0,5e-08,5e-08,gaussian,0.2758647802050893,0.7474935457234415,0.0,5e-08,5e-08,45.44464338117626,45.44464338117626,0.0,-0.0
228,0.0,0.0,5e-08,5e-08,gaussian,0.3297650969839183,0.8276439590826886,0.0,5e-08,5e-08,-55.14821446039207,-55.14821446039207,0.0,0.0
229,0.0,0.0,5e-08,5e-08,gaussian,0.3124062642405946,0.9094316730124009,0.0,5e-08,5e-08,8.343822178839858,8.343822178839858,0.0,0.0
230,0.0,0.0,5e-08,5e-08,gaussian,0.2673776576083483,0.7810860463978672,0.0,5e-08,5e-08,76.68764435767974,76.68764435767974,0.0,-0.0
231,0.0,0.0,5e-08,5e-08,gaussian,0.2796569994190748,0.5939918525240114,0.0,5e-08,5e-08,-25.03146653651956,-25.03146653651956,0.0,0.0
232,0.0,0.0,5e-08,5e-08,gaussian,0.292832641684461,0.7650729038139337,0.0,5e-08,5e-08,-8.343822178839815,-8.343822178839815,-0.0,0.0
233,0.0,0.0,5e-08,5e-08,gaussian,0.3275594161637223,0.8774331991782889,0.0,5e-08,5e-08,25.03146653651956,25.03146653651956,0.0,0.0
234,0.0,0.0,5e-08,5e-08,gaussian,0.2830292886325315,0.9168512574695411,0.0,5e-08,5e-08,51.656177821160185,51.656177821160185,0.0,-0.0
235,0.0,0.0,5e-08,5e-08,gaussian,0.3246263349996822,0.9208031092389475,0.0,5e-08,5e-08,34.96853346348045,34.96853346348045,0.0,0.0
236,0.0,0.0,5e-08,5e-08,gaussian,0.282186591145242,0.6658842530924095,0.0,5e-08,5e-08,68.36529920071399,68.36529920071399,0.0,0.0
237,0.0,0.0,5e-08,5e-08,gaussian,0.2895698421788667,0.7489843086036482,0.0,5e-08,5e-08,85.09589760214197,85.09589760214197,0.0,-0.0
238,0.0,0.0,5e-08,5e-08,gaussian,0.2744555642271054,0.8776293234513463,0.0,5e-08,5e-08,60.0,60.0,0.0,-0.0
239,0.0,0.0,5e-08,5e-08,gaussian,0.3134368780326658,0.6106510442875178,0.0,5e-08,5e-08,-25.09589760214199,-25.09589760214199,-0.0,0.0
240,0.0,0.0,5e-08,5e-08,gaussian,0.3025176290947885,0.9026202597627234,0.0,5e-08,5e-08,25.095897602141974,25.095897602141974,0.0,-0.0
241,0.0,0.0,5e-08,5e-08,gaussian,0.2844906991718323,0.7466398645155109,0.0,5e-08,5e-08,-68.36529920071393,-68.36529920071393,-0.0,0.0
242,0.0,0.0,5e-08,5e-08,gaussian,0.285653988395171,0.6687450274027962,0.0,5e-08,5e-08,-43.26940159857193,-43.26940159857193,-0.0,0.0
243,0.0,0.0,5e-08,5e-08,gaussian,0.2838301402689345,0.7623936725078008,0.0,5e-08,5e-08,-25.149213979448476,-25.149213979448476,-0.0,0.0
244,0.0,0.0,5e-08,5e-08,gaussian,0.291766544055136,0.7600554260982373,0.0,5e-08,5e-08,68.38307132648282,68.38307132648282,0.0,0.0
245,0.0,0.0,5e-08,5e-08,gaussian,0.2720318848308495,0.7047589480943018,0.0,5e-08,5e-08,59.99999999999997,59.99999999999997,0.0,-0.0
246,0.0,0.0,5e-08,5e-08,gaussian,0.2448398623712284,0.73702615107917,0.0,5e-08,5e-08,-34.85078602055154,-34.85078602055154,-0.0,0.0
247,0.0,0.0,5e-08,5e-08,gaussian,0.2571943386212579,0.7332221696540454,0.0,5e-08,5e-08,-60.0,-60.0,0.0,0.0
248,0.0,0.0,5e-08,5e-08,gaussian,0.2952645595944558,0.8088829248311445,0.0,5e-08,5e-08,85.14921397944846,85.14921397944846,0.0,0.0
249,0.0,0.0,5e-08,5e-08,gaussian,0.3070085649787699,0.8625232905807133,0.0,5e-08,5e-08,43.233857347034366,43.233857347034366,0.0,0.0
250,0.0,0.0,5e-08,5e-08,gaussian,0.3225599246945432,0.7774081412198669,0.0,5e-08,5e-08,25.718475763071893,25.718475763071893,0.0,-0.0
251,0.0,0.0,5e-08,5e-08,gaussian,0.3386126343161021,0.6824578085457004,0.0,5e-08,5e-08,34.28152423692809,34.28152423692809,0.0,0.0
252,0.0,0.0,5e-08,5e-08,gaussian,0.2495231981041171,0.5784027279307729,0.0,5e-08,5e-08,-78.3703398307656,-78.3703398307656,-0.0,0.0
253,0.0,0.0,5e-08,5e-08,gaussian,0.2929197463778469,0.713084585774685,0.0,5e-08,5e-08,11.02220389845938,11.02220389845938,0.0,0.0
254,0.0,0.0,5e-08,5e-08,gaussian,0.3208159461604117,0.6941104213916899,0.0,5e-08,5e-08,-85.71847576307192,-85.71847576307192,0.0,0.0
255,0.0,0.0,5e-08,5e-08,gaussian,0.3069328279281213,0.8843962908689844,0.0,5e-08,5e-08,-25.718475763071908,-25.718475763071908,0.0,0.0
256,0.0,0.0,5e-08,5e-08,gaussian,0.3099437047300403,0.5757768079664805,0.0,5e-08,5e-08,-78.37033983076566,-78.37033983076566,0.0,0.0
257,0.0,0.0,5e-08,5e-08,gaussian,0.2936878186580649,0.7079637109283543,0.0,5e-08,5e-08,-48.97779610154058,-48.97779610154058,-0.0,0.0
258,0.0,0.0,5e-08,5e-08,gaussian,0.3029904628006163,0.8759599220564116,0.0,5e-08,5e-08,-48.961203934756384,-48.961203934756384,0.0,0.0
259,0.0,0.0,5e-08,5e-08,gaussian,0.2406197056481517,0.6407433013687484,0.0,5e-08,5e-08,-25.75719081890182,-25.75719081890182,0.0,0.0
260,0.0,0.0,5e-08,5e-08,gaussian,0.2984501651617109,0.7113808806695251,0.0,5e-08,5e-08,85.75719081890182,85.75719081890182,0.0,-0.0
261,0.0,0.0,5e-08,5e-08,gaussian,0.2580952270120438,0.7917610775062093,0.0,5e-08,5e-08,78.39799344207273,78.39799344207273,0.0,-0.0
262,0.0,0.0,5e-08,5e-08,gaussian,0.2911806230929137,0.7089788893037682,0.0,5e-08,5e-08,56.32040131158546,56.32040131158546,0.0,0.0
263,0.0,0.0,5e-08,5e-08,gaussian,0.2514924641337018,0.7226601965934932,0.0,5e-08,5e-08,11.03879606524363,11.03879606524363,0.0,0.0
264,0.0,0.0,5e-08,5e-08,gaussian,0.2506342553644715,0.8441779106558678,0.0,5e-08,5e-08,48.96120393475636,48.96120393475636,0.0,0.0
265,0.0,0.0,5e-08,5e-08,gaussian,0.3053252984634672,0.741844749630788,0.0,5e-08,5e-08,18.397993442072732,18.397993442072732,0.0,0.0
266,0.0,0.0,5e-08,5e-08,gaussian,0.2866160411344245,0.6301505992447933,0.0,5e-08,5e-08,11.053134390909776,11.053134390909776,0.0,0.0
267,0.0,0.0,5e-08,5e-08,gaussian,0.3154617781067335,0.6951086721838067,0.0,5e-08,5e-08,78.42189065151629,78.42189065151629,0.0,0.0
268,0.0,0.0,5e-08,5e-08,gaussian,0.3179353606413652,0.7601864567916892,0.0,5e-08,5e-08,48.94686560909024,48.94686560909024,0.0,0.0
269,0.0,0.0,5e-08,5e-08,gaussian,0.2784544516520829,0.7855158201682515,0.0,5e-08,5e-08,-3.6843781303032728,-3.6843781303032728,-0.0,0.0
270,0.0,0.0,5e-08,5e-08,gaussian,0.2999600223161544,0.7213895272037828,0.0,5e-08,5e-08,-71.05313439090978,-71.05313439090978,-0.0,0.0
271,0.0,0.0,5e-08,5e-08,gaussian,0.2817927183039758,0.6920100376826046,0.0,5e-08,5e-08,63.68437813030326,63.68437813030326,0.0,-0.0
272,0.0,0.0,5e-08,5e-08,gaussian,0.2366931665304714,0.8082106314008008,0.0,5e-08,5e-08,-85.79064691212278,-85.79064691212278,-0.0,0.0
273,0.0,0.0,5e-08,5e-08,gaussian,0.3016589955381771,0.8584819206564569,0.0,5e-08,5e-08,-41.578109348483736,-41.578109348483736,-0.0,0.0
274,0.0,0.0,5e-08,5e-08,gaussian,0.2582147173161263,0.8589354730524452,0.0,5e-08,5e-08,-26.229686287521716,-26.229686287521716,0.0,0.0
275,0.0,0.0,5e-08,5e-08,gaussian,0.3001107893861755,0.9136655338005035,0.0,5e-08,5e-08,-59.99999999999997,-59.99999999999997,-0.0,0.0
276,0.0,0.0,5e-08,5e-08,gaussian,0.2530485263176845,0.8071360580221736,0.0,5e-08,5e-08,-79.67226471564129,-79.67226471564129,-0.0,0.0
277,0.0,0.0,5e-08,5e-08,gaussian,0.3084699085724402,0.7056525494384828,0.0,5e-08,5e-08,-73.11484314376088,-73.11484314376088,-0.0,0.0
278,0.0,0.0,5e-08,5e-08,gaussian,0.2709393227613728,0.7475801714078237,0.0,5e-08,5e-08,-6.557421571880468,-6.557421571880468,-0.0,0.0
279,0.0,0.0,5e-08,5e-08,gaussian,0.2593310853205702,0.7377099368938107,0.0,5e-08,5e-08,-13.114843143760865,-13.114843143760865,0.0,0.0
280,0.0,0.0,5e-08,5e-08,gaussian,0.3105591119412384,0.7192471621495928,0.0,5e-08,5e-08,19.672264715641276,19.672264715641276,0.0,0.0
281,0.0,0.0,5e-08,5e-08,gaussian,0.3379266818883701,0.8449453867993136,0.0,5e-08,5e-08,26.229686287521716,26.229686287521716,0.0,-0.0
282,0.0,0.0,5e-08,5e-08,gaussian,0.2813031973736842,0.6852827106462263,0.0,5e-08,5e-08,6.557421571880425,6.557421571880425,0.0,0.0
283,0.0,0.0,5e-08,5e-08,gaussian,0.3214361293339838,0.8164698122612725,0.0,5e-08,5e-08,-0.0,-0.0,0.0,0.0
284,0.0,0.0,5e-08,5e-08,gaussian,0.2704721573159598,0.7555814497006413,0.0,5e-08,5e-08,-66.56395067429048,-66.56395067429048,-0.0,0.0
285,0.0,0.0,5e-08,5e-08,gaussian,0.3012752411222832,0.8274301602489668,0.0,5e-08,5e-08,-46.87209865141898,-46.87209865141898,-0.0,0.0
286,0.0,0.0,5e-08,5e-08,gaussian,0.299655136789431,0.7880735411091109,0.0,5e-08,5e-08,-33.744197302838,-33.744197302838,0.0,0.0
287,0.0,0.0,5e-08,5e-08,gaussian,0.3090199283045162,0.7840679837608029,0.0,5e-08,5e-08,1.4210854715202004e-14,1.4210854715202004e-14,0.0,-0.0
288,0.0,0.0,5e-08,5e-08,gaussian,0.3420907015665279,0.867259952733419,0.0,5e-08,5e-08,-53.43604932570952,-53.43604932570952,0.0,0.0
289,0.0,0.0,5e-08,5e-08,gaussian,0.2898107109296776,0.6590126087463618,0.0,5e-08,5e-08,60.00000000000001,60.00000000000001,0.0,0.0
290,0.0,0.0,5e-08,5e-08,gaussian,0.2626541201436868,0.8138369390269533,0.0,5e-08,5e-08,-53.43604932570946,-53.43604932570946,-0.0,0.0
291,0.0,0.0,5e-08,5e-08,gaussian,0.3093655668887833,0.7492768910567311,0.0,5e-08,5e-08,-19.691852022871473,-19.691852022871473,-0.0,0.0
292,0.0,0.0,5e-08,5e-08,gaussian,0.2986056446305336,0.8333487207414961,0.0,5e-08,5e-08,13.139485978578648,13.139485978578648,0.0,-0.0
293,0.0,0.0,5e-08,5e-08,gaussian,0.2752106073832086,0.8690835276854697,0.0,5e-08,5e-08,33.72102804284276,33.72102804284276,0.0,-0.0
294,0.0,0.0,5e-08,5e-08,gaussian,0.2831598909638998,0.75497761070547,0.0,5e-08,5e-08,40.290771032132085,40.290771032132085,0.0,-0.0
295,0.0,0.0,5e-08,5e-08,gaussian,0.3282802359004392,0.7122478187259589,0.0,5e-08,5e-08,60.0,60.0,0.0,-0.0
296,0.0,0.0,5e-08,5e-08,gaussian,0.2598588660481926,0.730198171703513,0.0,5e-08,5e-08,-33.72102804284276,-33.72102804284276,0.0,0.0
297,0.0,0.0,5e-08,5e-08,gaussian,0.2791545328223346,0.9102024125308306,0.0,5e-08,5e-08,-19.709228967867944,-19.709228967867944,0.0,0.0
298,0.0,0.0,5e-08,5e-08,gaussian,0.267226321054987,0.8090418652061182,0.0,5e-08,5e-08,-66.56974298928932,-66.56974298928932,-0.0,0.0
299,0.0,0.0,5e-08,5e-08,gaussian,0.3021460141263086,0.7359624951892302,0.0,5e-08,5e-08,-86.27897195715721,-86.27897195715721,0.0,0.0
